member,event_id,scenario,time,lat,lon,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian,pn_adjusted_thermo_DL_gaussian,pn_analogue_sparse_gaussian
r1i1p1f1,15,factual,2006-04-16 00:00:00,51.557922,75.0,0.8721582942990905,0.0,0.3951080257013494,0.8815521373167805,0.9489463221320814,0.9983998361984098
r1i1p1f1,16,factual,2006-12-16 12:00:00,52.57959,289.45206,0.9956115409421696,0.9949295515700847,0.9925443078635774,1.0,0.9971516979521337,0.9999999905898541
r1i1p1f1,17,factual,2006-12-16 12:00:00,65.91549,179.79167,0.996341389525973,0.9991974747520124,0.9743171379424573,0.9999999994180377,0.977318892957144,0.8147992697551165
r1i1p1f1,18,factual,2007-02-15 00:00:00,51.100353,12.8125,0.8666439403007595,0.0,0.9818133532692359,0.9999940208300374,0.9374896823328343,0.9689119775282677
r1i1p1f1,19,factual,2007-02-15 00:00:00,70.684105,115.95238,0.9633134506951408,0.9673490821877909,0.9767702744882475,0.9999999782194406,0.9694292047040213,0.9999965758925865
r1i1p1f1,20,factual,2007-03-16 12:00:00,13.56338,44.75,0.9900232079709756,0.0,0.9957453960918006,0.9995303732390295,0.9595404885806111,0.9986254471429284
r1i1p1f1,21,factual,2007-07-16 12:00:00,-19.160347,136.0577,0.966236636282291,0.864073039217623,0.943205097362953,0.99877247936938,0.9593113269805202,0.9992357494141767
r1i1p1f1,22,factual,2008-01-16 12:00:00,64.198456,69.65909,0.9497539717378539,0.9960982626297248,0.983057119133875,0.9997234288272142,0.9878894688533265,0.9991732762025852
r1i1p1f1,23,factual,2008-02-15 12:00:00,30.211267,262.70834,0.8625801725158978,0.9966903294120946,0.9322092742036635,0.9975466655578147,0.9764638599054184,0.9039274778931515
r1i1p1f1,24,factual,2008-07-16 12:00:00,-83.123245,76.3125,0.8174511446999224,0.7194610781913424,0.8735334497738599,0.9475020429436775,0.9627959749507401,0.9987023552426386
r1i1p1f1,25,factual,2008-07-16 12:00:00,-73.29065,66.36364,0.7612384404466268,0.0,0.860733410135536,0.9933247457970443,0.9630770771338917,0.9999998315613906
r1i1p1f1,26,factual,2008-07-16 12:00:00,-67.69014,57.0,0.7751050044164788,0.0,0.9722018418820952,0.9953356891432688,0.9876156605645576,0.9999999015427026
r1i1p1f1,27,factual,2008-11-16 00:00:00,70.05633,149.83333,0.9861248732686576,0.9996958184557557,0.9993249412455513,0.9999999999998944,0.9847828182326388,0.9999638454209578
r1i1p1f1,28,factual,2009-01-16 12:00:00,68.59156,310.1389,0.9883128534961962,0.0,0.9833431147775338,0.9996009641325391,0.9855834047764673,0.9999999833659673
r1i1p1f1,29,factual,2009-04-16 00:00:00,17.366198,103.5,0.9571219204242648,0.0,0.974697580553391,0.9994877429317577,0.9885037176663332,0.9981228433266616
r1i1p1f1,30,factual,2009-07-16 12:00:00,-37.8169,296.45834,0.5615340261402779,0.0,0.612011768443791,0.9410301882383773,0.9327467981447564,-0.6311731837603198
r1i1p1f1,31,factual,2009-07-16 12:00:00,21.218615,81.25,0.9978611251116141,0.9996783632567108,0.9631049834984138,0.9998321144683527,0.9997739947786483,0.9664777151055255
r1i1p1f1,32,factual,2009-08-16 12:00:00,27.6338,79.5,0.9825365010303269,0.0,0.9386209768472336,0.9947788969015958,0.9939859608540302,0.9999994106239942
r1i1p1f1,33,factual,2009-09-16 00:00:00,-77.32395,155.25,0.7566578123555897,0.0,0.9302360695050038,0.9950991451759911,0.9757962222175984,0.9963275772514791
r1i1p1f1,34,factual,2009-11-16 00:00:00,-14.2922535,312.8125,0.999853063754956,0.0,0.9999808539212077,0.9999999504300698,0.9996667232048915,0.9999999886245836
r1i1p1f1,35,factual,2009-11-16 00:00:00,17.267609,8.222222,0.9958365448414737,0.8048908423627117,0.9471737984732634,0.9948744249308464,0.9833719267874992,0.9892966194965079
r1i1p1f1,36,factual,2009-12-16 12:00:00,-21.261208,296.81818,0.9959406389008096,0.0,0.9554190617829321,0.9957447067673026,0.9908143069843743,0.9999999984885697
r1i1p1f1,37,factual,2009-12-16 12:00:00,37.847076,105.47619,0.9608038359559794,0.0,0.9346723640222765,0.9692400757968158,0.9681151667542739,0.9975024283876804
r1i1p1f1,38,factual,2010-01-16 12:00:00,-29.281689,22.75,0.9778888541020906,0.0,0.9802976424603522,0.9998591853513317,0.9764608817266063,0.9999993856970073
r1i1p1f1,39,factual,2010-01-16 12:00:00,-25.296999,147.06522,0.9741598391557591,0.9857793797944727,0.8987212169555973,0.9995051109845176,0.9851959129405565,0.9063036181955676
r1i1p1f1,40,factual,2010-01-16 12:00:00,-0.15845072,21.328125,0.9999952437722838,0.0,0.9999997413557907,0.9999999999999994,0.9982866105108764,0.9999999993175441
r1i1p1f1,41,factual,2010-01-16 12:00:00,11.27732,7.586207,0.998785756815859,0.32927356911272254,0.9977001301078883,0.9999890512476722,0.9905798208002037,0.9999999706221943
r1i1p1f1,42,factual,2010-02-15 00:00:00,-24.671364,137.22223,0.9816649867162,0.0,0.9183104124162396,0.9988857585667281,0.9895413347098153,0.9999896706211107
r1i1p1f1,43,factual,2010-02-15 00:00:00,1.9014086,13.541667,0.9999992183941943,0.7608368539716639,0.999999999988268,1.0,0.9977530231241983,0.999999999316972
r1i1p1f1,44,factual,2010-03-16 12:00:00,0.9507043,114.166664,0.9999999991465928,0.9987568151941606,1.0,1.0,0.9984560163983288,0.9999999985003398
r1i1p1f1,45,factual,2010-03-16 12:00:00,4.2061462,31.136364,0.9985274543399474,0.9660792853101667,0.99992121446038,0.9999999984392054,0.998330059160643,0.9999999990435356
r1i1p1f1,46,factual,2010-03-16 12:00:00,30.489252,54.210526,0.9896927284843905,0.0,0.9919688781717688,0.9974812669123118,0.965797924108374,0.9995513382827659
r1i1p1f1,47,factual,2010-04-16 00:00:00,18.887325,348.75,0.9944886437860975,0.7766909169861295,0.9985335918712872,0.9997558638757456,0.9763158147130149,0.9951071460566336
