member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian
r1i1p1f1,30,factual,2005-06-16 00:00:00,-70.2945,123.97727,0.9946303669111346,0.5968944469936788,0.8617248913929361,0.9496124659094106
r1i1p1f1,31,factual,2005-06-16 00:00:00,-11.628904,28.56884,0.6871866133184017,0.9998357918993241,0.9978353783148495,0.9999801705566197
r1i1p1f1,32,factual,2005-08-16 12:00:00,-81.16664,236.01399,0.886300697945114,0.8537229574385715,0.9365812675124945,0.9772532433549553
r1i1p1f1,33,factual,2005-08-16 12:00:00,-28.345812,137.39362,0.8336294437369911,0.9669243807465843,0.8389563176332698,0.9929635720902367
r1i1p1f1,34,factual,2005-09-16 00:00:00,-8.348713,290.38794,0.668947774718869,0.9999999434647066,0.9999290112274605,0.9997248537486763
r1i1p1f1,35,factual,2005-10-16 12:00:00,-12.94946,19.215687,0.7354554184763997,0.9999187112798309,0.9977342805201913,0.9999974322735633
r1i1p1f1,36,factual,2005-10-16 12:00:00,0.066716105,294.07895,0.6022853994180244,0.9999761408351341,0.969839011440207,0.9834863746464112
r1i1p1f1,37,factual,2005-10-16 12:00:00,40.20731,254.41011,0.7371455260209507,0.9255559657553276,0.9219456705558247,0.9968693670942899
r1i1p1f1,38,factual,2005-11-16 00:00:00,-1.9806337,308.125,0.4904524540658285,0.9999873535003267,0.9948218183581734,0.998751664025121
r1i1p1f1,39,factual,2005-12-16 12:00:00,-2.350833,310.5,0.7847884787694501,0.9999954516206468,0.9997004335017631,0.999997037330925
r1i1p1f1,40,factual,2005-12-16 12:00:00,18.35452,15.833333,0.7685152073400624,0.9948839074763092,0.8491640005983175,0.9393096521836223
r1i1p1f1,41,factual,2006-01-16 12:00:00,15.882353,48.67647,0.8499439483660702,0.9967930684169416,0.9854047574618149,0.9963219455013863
r1i1p1f1,42,factual,2006-01-16 12:00:00,18.936476,101.938774,0.6260067623123338,0.9692135730972348,0.9497664674764598,0.9929562374448201
r1i1p1f1,43,factual,2006-01-16 12:00:00,65.80986,242.91667,0.9497044501037264,0.8366849269727368,0.8951137953463596,0.998759057523158
r1i1p1f1,44,factual,2006-02-15 00:00:00,-22.018135,130.61644,0.910694958786849,0.9688318498568366,0.5972141606239554,0.9910245303372073
r1i1p1f1,45,factual,2006-02-15 00:00:00,51.12146,96.12069,0.8979438361401092,0.9826023345493973,0.9817651645301299,0.9786239320562686
r1i1p1f1,46,factual,2006-02-15 00:00:00,63.8898,252.54903,0.9846373195621322,0.889942030782481,0.9460251063904039,0.9997830305564659
r1i1p1f1,47,factual,2006-03-16 12:00:00,5.549295,289.77777,0.7643145720220333,0.9999968031740921,0.9993186521049509,0.9992861760692456
r1i1p1f1,48,factual,2006-03-16 12:00:00,45.876537,62.81915,0.9169855633009069,0.8856820224744589,0.0,0.6442093409048706
r1i1p1f1,49,factual,2006-03-16 12:00:00,65.468094,121.213234,0.8575564805152933,0.9556222469161838,0.9761100910774253,0.9999988480445663
r1i1p1f1,50,factual,2006-04-16 00:00:00,-25.352112,25.15625,0.830088524224273,0.9856853691909937,0.9099446889171448,0.9973727676116675
r1i1p1f1,51,factual,2006-04-16 00:00:00,52.314434,72.36487,0.9457846510049214,0.9120560559435412,0.28851108660316604,0.852886764527059
r1i1p1f1,52,factual,2006-05-16 12:00:00,7.522964,11.576087,0.5000790789486056,0.9999683925308247,0.9999207017021964,0.9996921632272787
r1i1p1f1,53,factual,2006-06-16 00:00:00,-71.00855,44.6875,0.6919947986100163,0.719966047099792,0.9010652857577095,0.989964747360357
r1i1p1f1,54,factual,2006-06-16 00:00:00,-13.033585,31.794872,0.5961511589159807,0.9980687632235259,0.9728044223661518,0.9986597343850051
r1i1p1f1,55,factual,2006-06-16 00:00:00,51.109867,45.3,0.9454021416592203,0.8390834529567949,0.8030731521810452,0.9807899957920252
r1i1p1f1,56,factual,2006-08-16 12:00:00,-11.781277,34.77941,0.6013689567733773,0.999686842090615,0.9955855845440089,0.998986227761774
r1i1p1f1,57,factual,2006-09-16 00:00:00,-88.00804,152.44048,0.6491980736684253,0.8428892422704056,0.8891819398350522,0.9835513649754618
r1i1p1f1,58,factual,2006-10-16 12:00:00,-28.812332,122.9054,0.8408538095226784,0.9275384091914501,0.8199562204129598,0.9910499953948797
