member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian
r3i1p1f1,49,counterfactual,2006-11-16 00:00:00,66.398766,94.953125,0.09671771660135786,0.07896255765642946,0.008276690304296563,0.05983270046241751
r3i1p1f1,50,counterfactual,2006-11-16 00:00:00,69.30439,145.66327,0.322756664224526,0.19395502816622423,0.04249329685431169,0.25434341071513045
r3i1p1f1,51,counterfactual,2006-12-16 12:00:00,55.633804,289.44446,0.9378915453096889,0.4475586647884737,0.9988446230292581,0.9999894495975512
r3i1p1f1,52,counterfactual,2006-12-16 12:00:00,64.92572,206.95206,0.8032611349315861,0.11248549378908157,0.3649642849279716,0.8265456816175026
r3i1p1f1,53,counterfactual,2006-12-16 12:00:00,69.84944,278.10345,0.7643606990149416,0.4167029772168942,0.8512453553636741,0.9974672065906496
r3i1p1f1,54,counterfactual,2006-12-16 12:00:00,79.704575,298.35367,0.7816624826180246,0.4386057321599591,0.6121509772615198,0.8730782491406243
r3i1p1f1,55,counterfactual,2007-01-16 12:00:00,65.19627,133.04965,0.4479600513350769,0.36491616864960075,0.28880377378987965,0.6932962244220454
r3i1p1f1,56,counterfactual,2007-01-16 12:00:00,65.16245,213.93564,0.2595836476287604,0.03985291662887891,0.013254265748600558,0.07640015695518598
r3i1p1f1,57,counterfactual,2007-01-16 12:00:00,80.38111,331.9853,0.11536323527709635,0.11612940630719903,0.16674823769170677,0.13251583147204404
r3i1p1f1,58,counterfactual,2007-02-15 00:00:00,17.455551,23.360655,0.4289664531339564,0.23902344255799635,0.014868278690344128,0.09767395642410681
r3i1p1f1,59,counterfactual,2007-02-15 00:00:00,65.9299,209.48863,0.7722013437665177,0.09781556749946763,0.20557304484278272,0.6921870030440471
r3i1p1f1,60,counterfactual,2007-04-16 00:00:00,20.501581,20.739796,0.34049351407662987,0.12488952425428723,0.0,0.03414714710362776
r3i1p1f1,61,counterfactual,2007-09-16 00:00:00,-17.842508,305.68182,0.029691693389491514,0.004977265970612876,0.0,0.0
r3i1p1f1,62,counterfactual,2007-10-16 12:00:00,-15.340177,300.04236,0.3366363011488369,0.1806890866821752,0.007718735943832877,0.008995123773763769
r3i1p1f1,63,counterfactual,2007-10-16 12:00:00,74.83321,317.45615,0.7828360312916607,0.2858080736200841,0.29710904488804346,0.7571031623578415
r3i1p1f1,64,counterfactual,2007-11-16 00:00:00,67.06427,268.75,0.4765331077627747,0.11537960892421883,0.14265872934445434,0.2690792330173363
r3i1p1f1,65,counterfactual,2008-02-15 12:00:00,62.547024,228.98601,0.33855754489526413,0.07239086635233904,0.025544208099602783,0.11007104207740726
r3i1p1f1,66,counterfactual,2008-03-16 12:00:00,40.669014,266.94446,0.26195076676803,0.059527442936958,0.0,0.0
r3i1p1f1,67,counterfactual,2008-04-16 00:00:00,44.28697,258.02084,0.3806740157238032,0.1251199184840035,0.0,0.0
r3i1p1f1,68,counterfactual,2008-05-16 12:00:00,46.288055,18.629032,0.31539068437166606,0.08733061079604398,0.12138069493988646,0.2571665778044666
r3i1p1f1,69,counterfactual,2008-09-16 00:00:00,-16.529074,299.70297,0.3230696369166276,0.12497203725575523,0.0,0.0
r3i1p1f1,70,counterfactual,2008-11-16 00:00:00,-11.227365,34.214287,0.4126208447408559,0.22996554099721966,0.15658464778767245,0.28724710062884606
r3i1p1f1,71,counterfactual,2008-11-16 00:00:00,35.070423,250.91667,0.3346754095788166,0.061722668466735686,0.0,0.0
r3i1p1f1,72,counterfactual,2008-12-16 12:00:00,49.201614,61.348316,0.511166943785279,0.21249619670855024,0.1252436069367332,0.21670403498503932
r3i1p1f1,73,counterfactual,2008-12-16 12:00:00,66.33803,119.90385,0.33917275995956464,0.2273577621648375,0.22798526946211528,0.4040847526159985
r3i1p1f1,74,counterfactual,2009-01-16 12:00:00,71.14437,275.41666,0.26451994000632717,0.07583018614523096,0.055253064738489344,0.11036525342612757
r3i1p1f1,75,counterfactual,2009-01-16 12:00:00,78.790596,300.55786,0.013029851399076864,0.01814909409712473,0.009085101609233592,0.0
r3i1p1f1,76,counterfactual,2009-02-15 00:00:00,12.72215,27.818182,0.34184711358342557,0.10123256815090875,0.0,0.1458296681208059
r3i1p1f1,77,counterfactual,2009-02-15 00:00:00,21.858465,48.963413,0.48555767587449983,0.20617834552439562,0.08166810428939486,0.27227769059162066
r3i1p1f1,78,counterfactual,2009-02-15 00:00:00,59.109005,257.82608,0.19925058739864332,0.09046844112963748,0.01570600367372188,0.11285054152772622
r3i1p1f1,79,counterfactual,2009-03-16 12:00:00,15.172855,351.28787,0.37243915935250826,0.09326241938451074,0.1659785676333313,0.24816593590941938
r3i1p1f1,80,counterfactual,2009-04-16 00:00:00,54.39181,86.818184,0.1740813222487264,0.0706006168060711,0.0,0.05710076693596322
r3i1p1f1,81,counterfactual,2009-05-16 12:00:00,61.383526,79.33628,0.5822684231523545,0.22025832475031215,0.21747529098760554,0.4829513747497487
r3i1p1f1,82,counterfactual,2009-07-16 12:00:00,-77.75856,45.642857,0.5370457534460968,0.04027082682513217,0.0,0.05734582905799612
r3i1p1f1,83,counterfactual,2009-07-16 12:00:00,-4.548467,301.7647,0.30909381033336114,0.25174408060646736,0.0,0.01398127611048583
r3i1p1f1,84,counterfactual,2009-08-16 12:00:00,-88.13027,24.125,0.8735856487374221,0.0579236601304719,0.0006520850064655193,0.12018988992219692
r3i1p1f1,85,counterfactual,2009-08-16 12:00:00,-87.96836,315.85617,0.6015900724863873,0.07028825965114027,0.0,0.4130316878476975
r3i1p1f1,86,counterfactual,2009-08-16 12:00:00,-82.90679,136.20567,0.23550253710599578,0.05187624739140251,0.0,0.0
r3i1p1f1,87,counterfactual,2009-08-16 12:00:00,-73.99336,10.441176,0.8391193093770488,0.041771326731321556,0.2687570340551012,0.641253762313682
r3i1p1f1,88,counterfactual,2009-08-16 12:00:00,-71.054436,89.49324,0.5554945509628212,0.11592198827036748,0.0,0.16992081366078293
r3i1p1f1,89,counterfactual,2009-08-16 12:00:00,-25.46396,135.80882,0.016835572113515718,0.0023688503773935388,0.0,0.0
r3i1p1f1,90,counterfactual,2009-08-16 12:00:00,-2.1451786,18.397436,0.35653210596816187,0.20317495137607355,0.07461137753148694,0.11881818843829683
r3i1p1f1,91,counterfactual,2009-08-16 12:00:00,-0.29826012,293.48038,0.3796082730507845,0.23576139375793526,0.0,0.07558445449805007
r3i1p1f1,92,counterfactual,2009-08-16 12:00:00,49.54685,40.326088,0.19765510432220257,0.043633862240431975,0.0,0.04517266523231478
r3i1p1f1,93,counterfactual,2009-09-16 00:00:00,-10.628945,294.6839,0.1654444407049943,0.03778826912160238,0.0,0.0
r3i1p1f1,94,counterfactual,2009-09-16 00:00:00,-2.7192185,23.266129,0.24770640805273325,0.1368502781273052,0.022017201790837437,0.09894582136286967
r3i1p1f1,95,counterfactual,2009-10-16 12:00:00,-85.49817,153.24208,0.10496298316442265,0.01723754520855436,0.0,0.0
r3i1p1f1,96,counterfactual,2009-10-16 12:00:00,1.9582322,30.206896,0.23008074135267897,0.017277980270525295,0.0,0.0
r3i1p1f1,97,counterfactual,2009-10-16 12:00:00,-4.0227075,306.30103,0.182942822845937,0.035527653645226254,0.0,0.0
r3i1p1f1,98,counterfactual,2009-10-16 12:00:00,44.42329,71.058556,0.21050224381762972,0.07469635419240395,0.0,0.0
r3i1p1f1,99,counterfactual,2009-10-16 12:00:00,61.17371,133.93518,0.3618953681879168,0.24499860079870206,0.2345559535802202,0.37943024146855997
r3i1p1f1,100,counterfactual,2009-11-16 00:00:00,-2.4,300.38333,0.27021683081254977,0.11049265584514911,0.0,0.0
r3i1p1f1,101,counterfactual,2009-11-16 00:00:00,9.411012,36.28788,0.23463088749483507,0.02994957108384355,0.0,0.0
r3i1p1f1,102,counterfactual,2009-11-16 00:00:00,36.760567,92.916664,0.23376909368438548,0.057605242775861876,0.00616192373634139,0.017821936572568142
r3i1p1f1,103,counterfactual,2009-11-16 00:00:00,70.70424,254.44444,0.3331601432052309,0.08237789577776711,0.10109643489060005,0.22948236025437696
r3i1p1f1,104,counterfactual,2009-11-16 00:00:00,72.397026,108.820755,0.4292066647342013,0.25427463100547476,0.1771996971889841,0.5982067350595637
r3i1p1f1,105,counterfactual,2009-12-16 12:00:00,-3.7259922,313.0303,0.2602908568231673,0.1499002597686342,0.0,0.02554000158963532
r3i1p1f1,106,counterfactual,2009-12-16 12:00:00,19.741783,104.76852,0.5626186015819357,0.11738845467694636,0.12941650714870767,0.2398487562452184
r3i1p1f1,107,counterfactual,2009-12-16 12:00:00,53.54489,291.29517,0.7978342312603895,0.2879816757319842,0.8293015228004739,0.9961478769971444
r3i1p1f1,108,counterfactual,2009-12-16 12:00:00,64.708244,259.16666,0.9111759810462813,0.2216780771329535,0.3213233929581083,0.8609718216306941
r3i1p1f1,109,counterfactual,2010-01-16 12:00:00,18.578344,35.3125,0.3361920479825452,0.0750017854658267,0.0,0.010330204241905672
r3i1p1f1,110,counterfactual,2010-01-16 12:00:00,37.741577,68.195656,0.0018116618820636088,0.0007213573093157732,0.0,0.00010341554566062339
r3i1p1f1,111,counterfactual,2010-01-16 12:00:00,63.553135,75.681816,0.8230658816456659,0.29910744832288116,0.34469722456399043,0.8232692579305575
r3i1p1f1,112,counterfactual,2010-02-15 00:00:00,35.077274,82.28829,0.18479049511986168,0.07202407399144706,0.015137674954651348,0.06442736976560204
r3i1p1f1,113,counterfactual,2010-03-16 12:00:00,-22.024649,138.4375,0.39240245867105417,0.14945272765691997,0.004546865062621364,0.07662410618348103
r3i1p1f1,114,counterfactual,2010-03-16 12:00:00,14.542895,48.136364,0.3319633403373351,0.10209668243605974,0.0,0.0
r3i1p1f1,115,counterfactual,2010-04-16 00:00:00,44.158764,282.77274,0.5508768544594369,0.2268306213279514,0.0,0.38757437118813265
r3i1p1f1,116,counterfactual,2010-06-16 00:00:00,-15.364255,21.681034,0.43329584524033604,0.17598900714929422,0.17229442984939225,0.35703324419556215
r3i1p1f1,117,counterfactual,2010-07-16 12:00:00,-11.581307,315.05682,0.5501019763368076,0.36763426382516917,0.1651663607693169,0.4058927159307728
r3i1p1f1,118,counterfactual,2010-07-16 12:00:00,-1.4084508,21.805555,0.3358792235433662,0.12423571381250254,0.0,0.0
r3i1p1f1,119,counterfactual,2010-08-16 12:00:00,-85.78113,204.19478,0.7976852024287835,0.17235142653881363,0.7514566119746129,0.882782759330611
r3i1p1f1,120,counterfactual,2010-08-16 12:00:00,-80.53023,89.632355,0.8523064683559914,0.11395882942973479,0.349854898269625,0.5232804871515615
r3i1p1f1,121,counterfactual,2010-08-16 12:00:00,-76.676056,348.22223,0.8546045573098302,0.05976076115681872,0.6958754514800791,0.881273280063575
r3i1p1f1,122,counterfactual,2010-08-16 12:00:00,-10.229578,30.225,0.48154334210625793,0.20320443967079838,0.20663028171099984,0.3793863852491264
r3i1p1f1,123,counterfactual,2010-09-16 00:00:00,26.21081,13.306452,0.320143833335081,0.0920550631827215,0.03765188753329507,0.042385295562044845
r3i1p1f1,124,counterfactual,2010-10-16 12:00:00,-15.260977,308.18628,0.38527193542434957,0.2338011753041097,0.025379513415896837,0.130262345979136
r3i1p1f1,125,counterfactual,2010-10-16 12:00:00,-15.455038,19.471153,0.18231173373923293,0.04794881529217754,0.0,0.0
r3i1p1f1,126,counterfactual,2010-12-16 12:00:00,34.764088,88.625,0.2940740094949784,0.08648582474145039,0.06969379443873402,0.13567845635135778
r3i1p1f1,127,counterfactual,2010-12-16 12:00:00,57.827816,263.30984,0.2535898950043427,0.08219052987059394,0.0,0.08003288474370207
r3i1p1f1,128,counterfactual,2010-12-16 12:00:00,70.29929,112.395836,0.0004253948887924519,0.01542382752152427,0.0,0.0
r3i1p1f1,129,counterfactual,2011-01-16 12:00:00,-31.519503,129.8077,0.31959594385292756,0.03316203966443265,0.0,0.0
r3i1p1f1,130,counterfactual,2011-01-16 12:00:00,50.047905,270.71066,0.648838926365122,0.272145053212854,0.0,0.5954695656319331
r3i1p1f1,131,counterfactual,2011-02-15 00:00:00,39.039818,259.08655,0.09785797658135542,0.01800491359640899,0.0,0.0
r3i1p1f1,132,counterfactual,2011-02-15 00:00:00,57.49079,70.38461,0.4266284612420186,0.12910118997474374,0.0,0.034041448294109045
r3i1p1f1,133,counterfactual,2011-02-15 00:00:00,63.526543,110.57692,0.6705528649272661,0.24130848181571363,0.6175998602745203,0.6520033902663946
r3i1p1f1,134,counterfactual,2011-03-16 12:00:00,41.68432,31.756199,0.13624889231607817,0.04171463987113644,0.007835122454330934,0.0
r3i1p1f1,135,counterfactual,2011-03-16 12:00:00,39.563377,276.83334,0.28169592069164506,0.07011216018245403,0.0,0.0
r3i1p1f1,136,counterfactual,2011-03-16 12:00:00,80.39856,325.0,0.35254024097344083,0.16490098186566549,0.11104671460408999,0.1917630079024717
r3i1p1f1,137,counterfactual,2011-06-16 00:00:00,65.37875,89.54955,0.11583040854674553,0.06628212686828316,0.0,0.0
r3i1p1f1,138,counterfactual,2011-09-16 00:00:00,-10.349219,296.9863,0.7105028979949175,0.5619335767235383,0.15303448242346385,0.367179045231222
r3i1p1f1,139,counterfactual,2011-10-16 12:00:00,-14.007042,303.4375,0.6731443178558185,0.5259503913555689,0.6231232891033174,0.8155311306768842
r3i1p1f1,140,counterfactual,2011-10-16 12:00:00,48.74385,86.80232,0.35626380715369954,0.09077722437951086,0.0,0.05578531125742914
r3i1p1f1,141,counterfactual,2011-11-16 00:00:00,55.675224,120.539215,0.1053343423868347,0.05492252653507146,0.0,0.0
r3i1p1f1,142,counterfactual,2011-12-16 12:00:00,16.623741,47.214287,0.23326657701451037,0.05733795322570667,0.0,0.0
r3i1p1f1,143,counterfactual,2011-12-16 12:00:00,69.53723,112.17391,0.0005497976025622409,0.007637881376932554,0.0,0.0
r3i1p1f1,144,counterfactual,2011-12-16 12:00:00,75.14084,332.6389,0.24636818920148418,0.15718288659829527,0.059057325133059835,0.10248068634877727
r3i1p1f1,145,counterfactual,2011-12-16 12:00:00,76.663734,306.97916,0.224487709489405,0.0954253736776588,0.0,0.06039352135469378
r3i1p1f1,146,counterfactual,2012-01-16 12:00:00,35.926613,254.32018,0.5625259537732257,0.048460073891150035,0.021468279228719966,0.039770520607864235
r3i1p1f1,147,counterfactual,2012-03-16 12:00:00,-86.255394,162.1301,0.1180522065388604,0.024318981090111103,0.0,0.0
r3i1p1f1,148,counterfactual,2012-03-16 12:00:00,22.63319,351.5942,0.32069163135845935,0.0698597002008936,0.023710399884871558,0.07108701022969832
r3i1p1f1,149,counterfactual,2012-04-16 00:00:00,-77.661964,67.15432,0.02024984375700556,0.005449676808030546,0.0,0.0
r3i1p1f1,150,counterfactual,2012-04-16 00:00:00,27.140654,49.21233,0.3253115321887523,0.09026767992385687,0.03252855601515148,0.06483869736922987
r3i1p1f1,151,counterfactual,2012-05-16 12:00:00,27.594797,60.384617,0.12231425423252029,0.012021749584342434,0.01860805606157301,0.00973917394859658
r3i1p1f1,152,counterfactual,2012-06-16 00:00:00,-21.467514,290.80646,0.13463085788358664,0.013739183718727399,0.0,0.0
r3i1p1f1,153,counterfactual,2012-06-16 00:00:00,-6.606914,290.0,0.28252358112493037,0.1658212839019273,0.0,0.024711815212822175
r3i1p1f1,154,counterfactual,2012-06-16 00:00:00,58.59896,113.11404,0.027501632873639048,0.02849539083137398,0.0,0.0
r3i1p1f1,155,counterfactual,2012-07-16 12:00:00,-72.676056,153.25757,0.11416711858228346,0.028334167715407976,0.0,0.0
r3i1p1f1,156,counterfactual,2012-07-16 12:00:00,-9.016743,297.8302,0.36425451557021216,0.28463379146156287,0.0,0.07113891455844179
r3i1p1f1,157,counterfactual,2012-09-16 00:00:00,-8.393606,304.45947,0.21410114839069794,0.0885515380328934,0.0,0.010368726468182321
r3i1p1f1,158,counterfactual,2012-10-16 12:00:00,9.740549,35.723682,0.34705416206722983,0.05498110976654236,0.0,0.08607125931768111
r3i1p1f1,159,counterfactual,2012-10-16 12:00:00,29.239437,13.791667,0.1741302515613593,0.05171561486792742,0.0,0.0010775985735158589
r3i1p1f1,160,counterfactual,2012-11-16 00:00:00,-4.0083747,308.51352,0.46026918030747443,0.48369540328915506,0.20346834447990925,0.5431153359596733
r3i1p1f1,161,counterfactual,2012-11-16 00:00:00,27.570421,16.785715,0.09671190575517508,0.02322027283683792,0.0,0.0
r3i1p1f1,162,counterfactual,2012-11-16 00:00:00,69.977005,270.2551,7.451729934215834e-06,0.0013876996654494933,8.404227963643152e-05,0.0
r3i1p1f1,163,counterfactual,2012-11-16 00:00:00,68.16447,210.8871,0.0034226812088516967,0.008499745057000796,0.0,0.0
r3i1p1f1,164,counterfactual,2012-12-16 12:00:00,-2.4702058,309.93588,0.26861194353479945,0.09623703178946208,0.01358639349676971,0.03871424918216693
r3i1p1f1,165,counterfactual,2012-12-16 12:00:00,25.093418,262.19388,0.7376989424135012,0.06328771251337639,0.0,0.5633255491608821
r3i1p1f1,166,counterfactual,2012-12-16 12:00:00,55.798122,291.2963,0.0037254406933191486,0.010510148122054863,0.0,0.0
r3i1p1f1,167,counterfactual,2012-12-16 12:00:00,60.30181,135.7738,0.00755191785238607,0.008409176607604318,0.0,0.0
r3i1p1f1,168,counterfactual,2012-12-16 12:00:00,67.85147,279.9091,0.03363694244232862,0.029313066578273372,0.008398483738912277,0.0
r3i1p1f1,169,counterfactual,2013-01-16 12:00:00,16.944525,14.557823,0.1597353067173306,0.017306179831993118,0.0,0.0
r3i1p1f1,170,counterfactual,2013-01-16 12:00:00,13.014086,353.08334,0.37148130096061605,0.07516038923125368,0.07149624438133662,0.21321388756942927
r3i1p1f1,171,counterfactual,2013-01-16 12:00:00,52.67185,292.94775,0.06434603894941737,0.03377244679004632,0.0,0.0
r3i1p1f1,172,counterfactual,2013-01-16 12:00:00,64.28937,210.40404,0.12377591272791189,0.01866471070415332,8.759441924455214e-05,0.009355813236200938
r3i1p1f1,173,counterfactual,2013-01-16 12:00:00,75.223526,312.3913,0.0301287561481286,0.014255878601361238,0.0,0.005223611835479258
r3i1p1f1,174,counterfactual,2013-02-15 00:00:00,17.579689,33.092106,0.1069343275956699,0.007016145270018814,0.0,0.0
r3i1p1f1,175,counterfactual,2013-02-15 00:00:00,24.380281,97.25,0.08102400567268475,0.004525996888914308,0.0,0.0
r3i1p1f1,176,counterfactual,2013-02-15 00:00:00,38.607647,242.07143,0.406230918257073,0.08041235341529052,0.03430381267716143,0.1511703229348622
r3i1p1f1,177,counterfactual,2013-02-15 00:00:00,62.617657,222.19513,0.10510559070055625,0.023977156631226015,0.010837521606784306,0.0015134227664690414
r3i1p1f1,178,counterfactual,2013-04-16 00:00:00,20.969208,353.4322,0.05139042418001727,0.005997992182229406,0.0,0.0
r3i1p1f1,179,counterfactual,2013-04-16 00:00:00,23.368036,4.927536,0.28762487545150306,0.07515763438274425,0.03878991028836998,0.11907926085383291
r3i1p1f1,180,counterfactual,2013-04-16 00:00:00,39.20523,109.7619,0.6875116065809996,0.11020386038002628,0.12570353426161085,0.3268625360992252
r3i1p1f1,181,counterfactual,2013-06-16 00:00:00,-87.96967,207.58565,0.5273187828734278,0.10053083990237666,0.5914430187914113,0.7405577427255607
r3i1p1f1,182,counterfactual,2013-07-16 12:00:00,-28.931234,22.058823,0.15977704236014112,0.03510019053579716,0.005956802073562528,0.0
r3i1p1f1,183,counterfactual,2013-08-16 12:00:00,-6.0428324,295.137,0.32523873490031296,0.21307096438603323,0.0,0.047585819611847935
r3i1p1f1,184,counterfactual,2013-10-16 12:00:00,-76.43926,40.546875,0.02708335047638255,0.003913618135198638,0.0,0.0
r3i1p1f1,185,counterfactual,2013-10-16 12:00:00,24.286171,12.556818,0.29263201413159656,0.07407499830211306,0.031005447937580533,0.05475516296506722
r3i1p1f1,186,counterfactual,2013-10-16 12:00:00,80.32616,281.05264,0.5830489780306931,0.17866490892952303,0.0,0.4151449643433638
r3i1p1f1,187,counterfactual,2013-11-16 00:00:00,-13.781839,32.87234,0.23709923232206265,0.03221270735637605,0.0,0.0
r3i1p1f1,188,counterfactual,2013-11-16 00:00:00,45.364098,240.26596,0.7691066913389647,0.20534867765187204,0.1978475710158839,0.7319365005860423
r3i1p1f1,189,counterfactual,2013-11-16 00:00:00,61.57239,233.81148,0.8300946932987524,0.18941551328726447,0.0,0.3962915855534854
r3i1p1f1,190,counterfactual,2013-11-16 00:00:00,71.450096,125.80986,0.39145961794738493,0.18663720549530616,0.026058462174349706,0.31272302192325807
r3i1p1f1,191,counterfactual,2013-12-16 12:00:00,15.186167,14.826733,0.5308274630037442,0.1374416858792985,0.0531636157523222,0.1710515662166372
r3i1p1f1,192,counterfactual,2013-12-16 12:00:00,21.139187,45.514706,0.37873584095270185,0.10309020815744263,0.12275996007601031,0.19060097758255834
r3i1p1f1,193,counterfactual,2013-12-16 12:00:00,66.424446,145.34091,0.7624852499396535,0.32457727052478447,0.3219355771510729,0.9741661373005724
r3i1p1f1,194,counterfactual,2013-12-16 12:00:00,70.82746,82.67857,0.09414919390456045,0.09489110399200451,0.012151157439187155,0.0
r3i1p1f1,195,counterfactual,2014-01-16 12:00:00,36.21127,78.916664,0.6241343219311157,0.1364448036566197,0.05921845584233554,0.1805377927063505
r3i1p1f1,196,counterfactual,2014-01-16 12:00:00,51.227364,78.17461,0.6550742945940395,0.21291621848655473,0.26339965293986445,0.25483867252402026
r3i1p1f1,197,counterfactual,2014-01-16 12:00:00,64.60179,238.81818,0.9364918828238632,0.22035817644291744,0.0,0.47384261432898334
r3i1p1f1,198,counterfactual,2014-01-16 12:00:00,80.704216,329.23077,0.03905184871740275,0.06987155486261565,0.0,0.0
r3i1p1f1,199,counterfactual,2014-02-15 00:00:00,46.636097,287.2093,0.4021517393209637,0.15546253543905153,0.0561104517219323,0.3134760033532097
r3i1p1f1,200,counterfactual,2014-02-15 00:00:00,80.669014,306.25,0.9706275062282901,0.3898184112487253,0.39286223583321345,0.9520113698536756
r3i1p1f1,201,counterfactual,2014-03-16 12:00:00,29.315613,265.5634,0.20845230392652703,0.013338577764898107,0.0,0.0031465217961083036
r3i1p1f1,202,counterfactual,2014-04-16 00:00:00,-15.56545,22.022058,0.4189344438795326,0.11668113881727327,0.10466887577957007,0.15077930395813832
r3i1p1f1,203,counterfactual,2014-05-16 12:00:00,-70.956436,108.66279,0.4960116568552161,0.1060178899483667,0.0,0.0
r3i1p1f1,204,counterfactual,2014-05-16 12:00:00,-16.078577,20.657894,0.6796166840265732,0.18713978267118303,0.3151592603856368,0.4683138050935407
r3i1p1f1,205,counterfactual,2014-06-16 00:00:00,-12.554171,28.076923,0.47950720064753005,0.15818209367584735,0.2172306098065372,0.3368339330223806
r3i1p1f1,206,counterfactual,2014-07-16 12:00:00,-81.82218,222.30035,0.01029250514369029,0.007581570000797511,0.004631969252449797,0.004156948802759963
r3i1p1f1,207,counterfactual,2014-07-16 12:00:00,-77.26301,11.610577,0.15669265753383055,0.005370018383652031,0.0,0.0
r3i1p1f1,208,counterfactual,2014-07-16 12:00:00,-78.26197,352.35,0.2672302385337335,0.013162090094504753,0.015400738050269314,0.04876741999729217
r3i1p1f1,209,counterfactual,2014-07-16 12:00:00,-74.869125,99.78049,0.15178196470303384,0.04816970030247758,0.0,0.0
r3i1p1f1,210,counterfactual,2014-10-16 12:00:00,-10.4426565,303.04233,0.2741861582833811,0.17112108076521193,0.0,0.0
r3i1p1f1,211,counterfactual,2014-10-16 12:00:00,-10.352112,21.916666,0.31756612329521594,0.012182346984233816,0.0,0.0
r3i1p1f1,212,counterfactual,2014-11-16 00:00:00,-12.066867,305.61893,0.2951440758263584,0.12268785570995866,0.0,0.0
r3i1p1f1,213,counterfactual,2014-11-16 00:00:00,70.66903,139.16667,0.010585683515715538,0.022708309413185246,0.0,0.0
r3i1p1f1,214,counterfactual,2014-11-16 00:00:00,78.041275,310.98837,0.10566278325593192,0.02415335010706754,0.0,0.000899601538831174
r3i1p1f1,215,counterfactual,2014-12-16 12:00:00,26.22359,69.6875,0.6236067849215248,0.16549122618655743,0.2796022391038996,0.24887489640539973
r3i1p1f1,216,counterfactual,2014-12-16 12:00:00,64.68517,240.3268,0.7678949231138521,0.23763902890273048,0.0,0.35326040670888537
r3i1p1f1,217,counterfactual,2014-12-16 12:00:00,68.943665,119.02778,0.23087892635202023,0.07631295136030958,0.01781608417316838,0.0
r4i1p1f1,0,factual,2004-01-16 12:00:00,65.55332,230.53572,0.7720073042819462,0.8791327313745299,0.7727910998432468,0.9920690920275995
r4i1p1f1,1,factual,2004-03-16 12:00:00,44.162476,16.428572,0.9611552728116209,0.9474662549255818,0.8855882667771295,0.9999739082576667
r4i1p1f1,2,factual,2004-04-16 00:00:00,-31.853699,298.7903,0.8533898783762339,0.6231142083514061,0.8359602220586214,0.8195728640248873
r4i1p1f1,3,factual,2004-05-16 12:00:00,30.855377,352.19513,0.7068334731432189,0.9636284623947741,0.9550572759156889,0.9990299809716628
r4i1p1f1,4,factual,2004-07-16 12:00:00,-77.82989,82.46758,0.9544042700931716,0.8100856713545763,0.86658050698335,0.985847066877455
r4i1p1f1,5,factual,2004-07-16 12:00:00,-81.961525,223.78049,0.9869382985808264,0.22271572392654582,0.5784739232512938,0.840965872442555
r4i1p1f1,6,factual,2004-07-16 12:00:00,-26.284176,302.13235,0.6809367545929155,0.8624517132942231,0.8727787401115707,0.792236045060486
r4i1p1f1,7,factual,2004-07-16 12:00:00,-24.28257,126.640625,0.7324134863354157,0.95285096382192,0.7684062008980976,0.9883623438890436
r4i1p1f1,8,factual,2004-08-16 12:00:00,61.08885,25.352564,0.9955359135064005,0.9114999523230827,0.999622923706646,0.999939241651106
r4i1p1f1,9,factual,2004-09-16 00:00:00,-82.589386,237.35043,0.9821739156986711,0.5479575652602136,0.9870079506029422,0.9972513262550393
r4i1p1f1,10,factual,2004-09-16 00:00:00,-23.755863,134.58333,0.8690545696325818,0.9487723989776511,0.8239360276623401,0.9986636923673451
r4i1p1f1,11,factual,2004-11-16 00:00:00,-19.116863,31.621622,0.7711666392495773,0.9971204455457485,0.9808016275214865,0.9999012327971111
r4i1p1f1,12,factual,2004-12-16 12:00:00,-45.97183,288.41666,0.8066410970084643,0.8805285970776101,0.9072963188737039,0.9669687324074191
r4i1p1f1,13,factual,2004-12-16 12:00:00,-31.183098,143.08333,0.7532444067152793,0.9723023531691347,0.9904745337328741,0.9995903467050716
r4i1p1f1,14,factual,2004-12-16 12:00:00,19.122736,48.785713,0.7653232809786928,0.9844596349301138,0.7333763993303881,0.9500760263662273
r4i1p1f1,15,factual,2004-12-16 12:00:00,61.92291,139.59581,0.9438430957311456,0.9937977878357933,0.9979770982599128,0.9999973214251683
r4i1p1f1,16,factual,2004-12-16 12:00:00,64.78419,66.31721,0.878738326116806,0.9337660989374844,0.9995539670487394,0.9999843896489407
r4i1p1f1,17,factual,2005-01-16 12:00:00,60.036087,263.80652,0.11124165867857538,0.9913709388385559,0.9998621983612701,0.999999990042252
r4i1p1f1,18,factual,2005-02-15 00:00:00,60.67023,74.74138,0.9900575804531839,0.8971982366858638,0.9979142298089378,0.9985252245689665
r4i1p1f1,19,factual,2005-04-16 00:00:00,18.073603,265.64517,0.7165622405073678,0.9984760979280314,0.9995880387003183,0.9998775233911216
r4i1p1f1,20,factual,2005-04-16 00:00:00,37.210354,32.5,0.9093977643770326,0.9831967969219985,0.9730029955429661,0.9999747342269278
r4i1p1f1,21,factual,2005-06-16 00:00:00,-76.30987,124.166664,0.8727616929263637,0.5318335301700129,0.780953674130223,0.8666818468525683
r4i1p1f1,22,factual,2005-07-16 12:00:00,-85.372475,141.62349,0.9272132191776998,0.75706402683491,0.84843014064174,0.9728924874692525
