member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_dyn_adj_local_25_gaussian,pn_dyn_adj_local_50_gaussian,pn_dyn_adj_dml_gaussian,pn_analogues_local_gaussian,pn_analogues_lasso_gaussian
r1i1p1f1,18,factual,2011-01-16 12:00:00,31.99744,266.21213,0.9168060730382639,0.8977447479804633,0.8260847659814325,0.7782295551927807,0.770060946223245,0.9999967048051318,0.9990107104075843
r1i1p1f1,19,factual,2012-04-16 00:00:00,54.3322,26.077587,0.9943905154005316,0.9739521365832259,0.9835317782865253,0.9033195430737944,0.9021365128402021,0.5264711513173842,0.0
r1i1p1f1,20,factual,2012-07-16 12:00:00,-75.44517,96.875,0.9952315416077626,0.6143667083749145,0.7748872626292355,0.4181255866708896,0.4716647569957836,0.0,0.9998019708260062
r1i1p1f1,21,factual,2012-11-16 00:00:00,70.22536,145.1875,0.9923428485622672,0.9971229981339607,0.9818025392473624,0.7758968316312879,0.9734853675746462,0.5660074540306022,0.9999271894179238
r1i1p1f1,22,factual,2013-02-15 00:00:00,29.915493,66.14286,0.915089303662294,0.986191818318704,0.2107394339602492,0.3395066660001378,0.9366443840409392,0.8212240417352179,0.9977749173158237
r1i1p1f1,23,factual,2013-10-16 12:00:00,-14.66197,310.25,0.8758987997720974,0.9996382835479752,0.8685371053556833,0.6446793173504708,0.9938387512394327,0.0,0.9999990868415374
r1i1p1f1,24,factual,2013-11-16 00:00:00,40.183098,243.3125,0.8922534723124511,0.9776797909766521,0.7685111539998033,0.3842902396743767,0.9128266764955723,0.0,0.9974635390895725
r1i1p1f1,25,factual,2014-02-15 00:00:00,37.014076,272.77274,0.999999943284619,0.9119743181712172,0.9361955138398648,0.6883357936957684,0.7996378360789915,0.9939579674589244,0.0
r1i1p1f1,26,factual,2014-02-15 00:00:00,67.11267,170.20833,0.982689510296807,0.9930399572290358,0.9789453381320862,0.9381908842806961,0.9566886329798107,0.9996995238154035,0.0
r1i1p1f1,27,factual,2014-04-16 00:00:00,52.10002,49.7191,0.9618945830104175,0.965068162068647,0.9981555063746924,0.9334603338976496,0.884019338667607,0.7457485091544953,0.9200733258234435
r1i1p1f1,28,factual,2014-10-16 12:00:00,-16.608887,306.98718,0.999904395425778,0.9982137294628093,0.8949903274552047,0.6647403481137572,0.981950902426699,0.9588019349149307,0.9999999636856358
r1i1p1f1,0,counterfactual,2004-02-15 12:00:00,43.774647,50.75,0.6761251002128383,0.0,0.5516931602094002,0.3946941698600177,0.0,0.0,0.41617926866345845
r1i1p1f1,1,counterfactual,2004-06-16 00:00:00,-72.35103,43.23077,0.3052619108474032,0.01837193851360852,0.0,0.0,0.015101522424200264,0.0,0.1640849408550179
r1i1p1f1,2,counterfactual,2004-12-16 12:00:00,63.05801,151.65254,0.45329366223121437,0.0013758650111910242,0.2946683036105262,0.2735223820113585,0.0,0.023833231731186344,0.0
r1i1p1f1,3,counterfactual,2005-05-16 12:00:00,-19.54471,21.744186,0.33046276375359407,0.0,0.2895988787174423,0.15567405294428638,0.0,0.49408371611838586,0.0
r1i1p1f1,4,counterfactual,2006-04-16 00:00:00,51.557922,75.0,0.010594757855898362,0.0003811466391153706,0.0,0.001009898359281447,0.00015299316050165768,0.0,0.07351420704383138
r1i1p1f1,5,counterfactual,2006-12-16 12:00:00,52.57959,289.45206,0.33295609985808616,0.0,0.20777223445115134,0.09937215622205309,0.0,0.13111115927262829,0.372522278748292
r1i1p1f1,6,counterfactual,2008-01-16 12:00:00,64.198456,69.65909,0.0007544043789441401,0.0,0.0,0.0,0.0,0.0,0.05654332947269525
r1i1p1f1,7,counterfactual,2008-07-16 12:00:00,-83.123245,76.3125,0.5157983962306558,0.0,0.2329217652635811,0.1422508586378871,0.02942086709612779,0.0,0.0
r1i1p1f1,8,counterfactual,2009-01-16 12:00:00,68.59156,310.1389,5.8308111959282094e-05,0.0,0.00010735091077040959,0.0002366112802237863,0.0,0.0,0.002164725602696649
r1i1p1f1,9,counterfactual,2009-07-16 12:00:00,21.218615,81.25,0.14632331576851776,0.0,0.0,0.0,0.0,0.0,0.0
r1i1p1f1,10,counterfactual,2009-11-16 00:00:00,-14.2922535,312.8125,0.3882269653036432,0.0,0.0,0.0,0.0,0.19007908433664866,0.0
r1i1p1f1,11,counterfactual,2009-11-16 00:00:00,17.267609,8.222222,0.11468878135286431,0.0,0.0,0.0,0.0,0.00954213913762525,0.0
r1i1p1f1,12,counterfactual,2010-01-16 12:00:00,-0.15845072,21.328125,0.22696269873067154,0.0,0.0009182375033098822,0.0,0.0,0.0,0.011592914522668418
r1i1p1f1,13,counterfactual,2010-02-15 00:00:00,-24.671364,137.22223,0.22224498558842565,0.0,0.0,0.0,0.0,0.0,0.0
r1i1p1f1,14,counterfactual,2010-06-16 00:00:00,-80.511604,340.34927,0.4433739996570434,0.0,0.043286526401402736,0.038563787313545816,0.003721604519046573,0.0,0.40601425298948535
r1i1p1f1,15,counterfactual,2010-06-16 00:00:00,-77.601234,11.666667,0.033943476843637965,0.0,0.007410011159165619,0.0016503979399751234,0.0,0.0,0.3380610590192774
r1i1p1f1,16,counterfactual,2010-09-16 00:00:00,-28.896233,124.84694,0.3133795986218155,0.0,0.0030039890136341896,0.014659239225846776,0.0,0.0,0.0
r1i1p1f1,17,counterfactual,2010-12-16 12:00:00,68.38157,245.68182,0.006028549391455251,0.0,0.0,0.0,0.0,0.02274172507934591,0.0
r1i1p1f1,18,counterfactual,2011-01-16 12:00:00,31.99744,266.21213,0.0062126737655368025,0.0,0.0,0.0,0.0,0.0,0.0
r1i1p1f1,19,counterfactual,2012-04-16 00:00:00,54.3322,26.077587,0.06402342850894804,0.0,0.0,0.0,0.0,0.014583970489566278,0.0165484382137413
r1i1p1f1,20,counterfactual,2012-07-16 12:00:00,-75.44517,96.875,0.6068968076626275,0.0,0.08513689743700659,0.0,0.0,0.7646894556953243,0.0
r1i1p1f1,21,counterfactual,2012-11-16 00:00:00,70.22536,145.1875,0.05836684004810122,0.0,0.0,0.0,0.0,0.014899471502330064,0.0
r1i1p1f1,22,counterfactual,2013-02-15 00:00:00,29.915493,66.14286,0.100973660602372,0.0,0.001050053327132705,0.0016557201557310108,0.0,0.0,0.17701965073631587
r1i1p1f1,23,counterfactual,2013-10-16 12:00:00,-14.66197,310.25,0.6393978484785041,0.037560488675392856,0.40840232293832945,0.11683434160569428,0.030908258080586837,0.0,0.7893146908869835
r1i1p1f1,24,counterfactual,2013-11-16 00:00:00,40.183098,243.3125,0.20325739423323852,0.0,0.0,0.0,0.0,0.10428548127190429,0.13196158324543805
r1i1p1f1,25,counterfactual,2014-02-15 00:00:00,37.014076,272.77274,0.0009253135876660101,0.0,0.0,0.0,0.0,0.0,0.10139260237226988
r1i1p1f1,26,counterfactual,2014-02-15 00:00:00,67.11267,170.20833,0.3294219892312198,0.0008428009467815745,0.04959035412232016,0.037917113292320614,0.0,0.035606726199698624,0.0
r1i1p1f1,27,counterfactual,2014-04-16 00:00:00,52.10002,49.7191,0.6224045828791878,0.011849361496043875,0.0,0.0,0.008328329038656879,0.20084053248912248,0.0
r1i1p1f1,28,counterfactual,2014-10-16 12:00:00,-16.608887,306.98718,0.7307904967158636,0.005340387145617687,0.034405222773991495,0.005679684294035203,0.002274906108760688,0.0,0.2841225205682191
