member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_analogue_sparse_sir_2_gaussian
r1i1p1f1,43,factual,2006-01-16 12:00:00,65.80986,242.91667,0.9497044501037264,0.8366849269727368,0.0,0.9519611364934097,0.9988834378224223
r1i1p1f1,44,factual,2006-02-15 00:00:00,-22.018135,130.61644,0.910694958786849,0.9688318498568366,0.0,0.749246187317354,0.9835146038994189
r1i1p1f1,45,factual,2006-02-15 00:00:00,51.12146,96.12069,0.8979438361401092,0.9826023345493973,0.9999027865645234,0.9844611504515662,0.0
r1i1p1f1,46,factual,2006-02-15 00:00:00,63.8898,252.54903,0.9846373195621322,0.889942030782481,0.0,0.9605580660647011,0.8504522572598708
r1i1p1f1,47,factual,2006-03-16 12:00:00,5.549295,289.77777,0.7643145720220333,0.9999968031740921,0.0,0.9934174949834185,0.9999999994760039
r1i1p1f1,48,factual,2006-03-16 12:00:00,45.876537,62.81915,0.9169855633009069,0.8856820224744589,0.0,0.3810337298469758,0.9590900757486314
r1i1p1f1,49,factual,2006-03-16 12:00:00,65.468094,121.213234,0.8575564805152933,0.9556222469161838,0.9103181409240886,0.9837713977120448,0.9703068110154066
r1i1p1f1,50,factual,2006-04-16 00:00:00,-25.352112,25.15625,0.830088524224273,0.9856853691909937,0.9999924176508637,0.924167985127232,0.8787842749254466
r1i1p1f1,51,factual,2006-04-16 00:00:00,52.314434,72.36487,0.9457846510049214,0.9120560559435412,0.0,0.7443655280543544,0.9999996524752167
r1i1p1f1,52,factual,2006-05-16 12:00:00,7.522964,11.576087,0.5000790789486056,0.9999683925308247,0.0,0.9999934248045763,0.999999999736518
r1i1p1f1,53,factual,2006-06-16 00:00:00,-71.00855,44.6875,0.6919947986100163,0.719966047099792,0.0,0.9562356055896932,0.9311273142561924
r1i1p1f1,54,factual,2006-06-16 00:00:00,-13.033585,31.794872,0.5961511589159807,0.9980687632235259,0.9989529812625695,0.9791882632918975,0.9999999125788639
r1i1p1f1,55,factual,2006-06-16 00:00:00,51.109867,45.3,0.9454021416592203,0.8390834529567949,0.0,0.5837001303225462,0.8101391786985925
r1i1p1f1,56,factual,2006-08-16 12:00:00,-11.781277,34.77941,0.6013689567733773,0.999686842090615,0.8553582411462939,0.9964300870797922,0.9999999111882822
r1i1p1f1,57,factual,2006-09-16 00:00:00,-88.00804,152.44048,0.6491980736684253,0.8428892422704056,0.8142862334882308,0.8763909077296712,0.0
r1i1p1f1,58,factual,2006-10-16 12:00:00,-28.812332,122.9054,0.8408538095226784,0.9275384091914501,0.7563403028386522,0.8625030703614575,0.7846282547481183
r1i1p1f1,59,factual,2006-12-16 12:00:00,51.9126,289.55606,0.9439842734657165,0.9970587986993931,0.9968279041240037,0.9994343220024963,0.993853382505219
r1i1p1f1,60,factual,2006-12-16 12:00:00,67.26135,162.80864,0.9996386540216181,0.9970380881614938,0.9999755565521596,0.990820506173278,0.8871273970577795
r1i1p1f1,61,factual,2007-01-16 12:00:00,16.764086,351.4375,0.9394513275694213,0.9973063030434278,0.0,0.9951041026170869,0.9998320361807138
r1i1p1f1,62,factual,2007-01-16 12:00:00,24.908451,81.5,0.736772039982081,0.9711100069561279,0.2932981021093527,0.700857632768324,0.9722442773126914
r1i1p1f1,63,factual,2007-02-15 00:00:00,33.571102,276.2097,0.8000225262544525,0.8346026505591597,0.7255177885125428,0.9732729849630184,0.0
r1i1p1f1,64,factual,2007-02-15 00:00:00,60.65948,103.308014,0.9536200173483561,0.986088906500635,0.0,0.9969078565599179,0.9999999971626757
r1i1p1f1,65,factual,2007-02-15 00:00:00,53.331074,12.108434,0.9157890007965929,0.9267235295740737,0.0,0.9709281605085711,0.2753868100304687
r1i1p1f1,66,factual,2007-03-16 12:00:00,15.459817,44.313725,0.7508962452380445,0.9944059657273756,0.0,0.971199486979864,0.0
r1i1p1f1,67,factual,2007-03-16 12:00:00,34.42037,253.84616,0.9144138744198481,0.9191090526120591,0.0,0.9170939129795432,0.9970588930115658
r1i1p1f1,68,factual,2007-06-16 00:00:00,-19.80634,133.90625,0.8131722199621618,0.9464023258009853,0.0,0.6505566302262759,0.8947030573125742
r1i1p1f1,69,factual,2007-07-16 12:00:00,-20.510773,136.11446,0.9791683828921577,0.9741936118596743,0.6158459001889917,0.8280264621508517,0.9270126669770511
r1i1p1f1,70,factual,2007-09-16 00:00:00,44.962715,256.47058,0.95426626602587,0.8118332889338333,0.0,0.9341041306959899,0.9136530893290595
r1i1p1f1,71,factual,2007-12-16 12:00:00,58.882328,250.78629,0.97252151270824,0.906787946508943,0.0,0.927167005120994,0.9986185005300928
r1i1p1f1,72,factual,2008-01-16 12:00:00,63.569878,73.07692,0.9999719231764633,0.9584590802661102,0.9949708509207155,0.993382695467978,0.9613115097748647
r1i1p1f1,73,factual,2008-02-15 12:00:00,-31.83501,145.14285,0.8584750207126856,0.9894354598411331,0.0,0.9748339319797973,0.9806171901896465
r1i1p1f1,74,factual,2008-02-15 12:00:00,33.03636,268.19766,0.8346771296165049,0.9396812210648235,0.9989481912634469,0.982209240646728,0.8977937356426372
r1i1p1f1,75,factual,2008-05-16 12:00:00,-87.67358,98.32353,0.9623539820773162,0.8190568629603353,0.0,0.9068018738608833,0.0
r1i1p1f1,76,factual,2008-05-16 12:00:00,-84.90371,318.92856,0.9662043925485228,0.7777977741184938,0.0,0.8243821845005214,0.9995240354093322
r1i1p1f1,77,factual,2008-05-16 12:00:00,25.970455,7.5609756,0.6939746248925365,0.9859553765555313,0.0,0.6750293235474125,0.9999971912093907
r1i1p1f1,78,factual,2008-07-16 12:00:00,-78.21719,64.17397,0.9210946383197904,0.8066423768763313,0.0,0.9046226821071802,0.0
r1i1p1f1,79,factual,2008-08-16 12:00:00,-23.09419,21.71875,0.8878739060429444,0.9732936371432779,0.9978682589590279,0.9589521176301452,0.9999010390897534
r1i1p1f1,80,factual,2008-08-16 12:00:00,54.82931,33.601696,0.9676659172655604,0.902818581663367,0.0,0.9291075198609146,0.9653466021477399
r1i1p1f1,81,factual,2008-09-16 00:00:00,-75.0628,6.689189,0.8938613141732018,0.6468577690153567,0.7170157728072319,0.5227400670760713,0.9961203012829898
r1i1p1f1,82,factual,2008-11-16 00:00:00,68.14425,149.45055,0.9807595700710021,0.9935080977792976,0.9991845796639743,0.9989372313990259,0.9989477285151913
r1i1p1f1,83,factual,2008-11-16 00:00:00,68.6436,277.98914,0.9998867351923026,0.9567468551843485,0.9928442041104288,0.9299336279160385,0.0
r1i1p1f1,84,factual,2008-12-16 12:00:00,51.71831,133.85715,0.9720926623486442,0.989169280734658,0.0,0.3955760687441029,0.6816501514282038
r1i1p1f1,85,factual,2008-12-16 12:00:00,65.199005,124.67391,0.8919390070463977,0.9759218358039949,0.9857146063231218,0.9976937705996122,0.9770934770755688
r1i1p1f1,86,factual,2009-01-16 12:00:00,20.075335,353.19766,0.6931483879197348,0.9971693524430797,0.9950810291646782,0.9771435605531282,0.5496922246412606
