member,event_id,scenario,time,lat,lon,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian,pn_analogue_sparse_adjusted_gaussian
r1i1p1f1,29,factual,2009-04-16 00:00:00,17.366198,103.5,0.9571219204242648,0.0,0.974697580553391,0.9994877429317577,0.9976665426132332
r1i1p1f1,30,factual,2009-07-16 12:00:00,-37.8169,296.45834,0.5615340261402779,0.0,0.612011768443791,0.9410301882383773,0.169668448682597
r1i1p1f1,31,factual,2009-07-16 12:00:00,21.218615,81.25,0.9978611251116141,0.9996783632567108,0.9631049834984138,0.9998321144683527,0.9103491190356747
r1i1p1f1,32,factual,2009-08-16 12:00:00,27.6338,79.5,0.9825365010303269,0.0,0.9386209768472336,0.9947788969015958,0.9999998924440292
r1i1p1f1,33,factual,2009-09-16 00:00:00,-77.32395,155.25,0.7566578123555897,0.0,0.9302360695050038,0.9950991451759911,0.9985434435115913
r1i1p1f1,34,factual,2009-11-16 00:00:00,-14.2922535,312.8125,0.999853063754956,0.0,0.9999808539212077,0.9999999504300698,0.9999999924386659
r1i1p1f1,35,factual,2009-11-16 00:00:00,17.267609,8.222222,0.9958365448414737,0.8048908423627117,0.9471737984732634,0.9948744249308464,0.9625972612309864
r1i1p1f1,36,factual,2009-12-16 12:00:00,-21.261208,296.81818,0.9959406389008096,0.0,0.9554190617829321,0.9957447067673026,0.9999999977411558
r1i1p1f1,37,factual,2009-12-16 12:00:00,37.847076,105.47619,0.9608038359559794,0.0,0.9346723640222765,0.9692400757968158,0.9957546119439963
r1i1p1f1,38,factual,2010-01-16 12:00:00,-29.281689,22.75,0.9778888541020906,0.0,0.9802976424603522,0.9998591853513317,0.9999996012629728
r1i1p1f1,39,factual,2010-01-16 12:00:00,-25.296999,147.06522,0.9741598391557591,0.9857793797944727,0.8987212169555973,0.9995051109845176,0.9621336589395659
r1i1p1f1,40,factual,2010-01-16 12:00:00,-0.15845072,21.328125,0.9999952437722838,0.0,0.9999997413557907,0.9999999999999994,0.9999999984791442
r1i1p1f1,41,factual,2010-01-16 12:00:00,11.27732,7.586207,0.998785756815859,0.32927356911272254,0.9977001301078883,0.9999890512476722,0.9999999795531445
r1i1p1f1,42,factual,2010-02-15 00:00:00,-24.671364,137.22223,0.9816649867162,0.0,0.9183104124162396,0.9988857585667281,0.9999774599943838
r1i1p1f1,43,factual,2010-02-15 00:00:00,1.9014086,13.541667,0.9999992183941943,0.7608368539716639,0.999999999988268,1.0,0.999999998517356
