member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_analogue_sparse_sir_2_gaussian,pn_analogue_sparse_sir_3_gaussian,pn_analogue_sparse_sir_10_gaussian
r1i1p1f1,23,factual,2013-10-16 12:00:00,-14.66197,310.25,0.8758987997720974,0.9996382835479752,0.9999997946313386,0.9997035614825587,0.9999999954650541,0.9999999966912456,0.9999999968082737
r1i1p1f1,24,factual,2013-11-16 00:00:00,40.183098,243.3125,0.8922534723124511,0.9776797909766521,0.0,0.9963429498500311,0.9999980050137184,0.9999575476212482,0.999993244993377
r1i1p1f1,25,factual,2014-02-15 00:00:00,37.014076,272.77274,0.999999943284619,0.9119743181712172,0.9999239247502706,0.9945091761306053,0.9199612323683279,0.985142621768576,0.9998027271749367
r1i1p1f1,26,factual,2014-02-15 00:00:00,67.11267,170.20833,0.982689510296807,0.9930399572290358,0.9997698562146505,0.9821853715000923,0.0,0.0,0.3312188367059382
r1i1p1f1,27,factual,2014-04-16 00:00:00,52.10002,49.7191,0.9618945830104175,0.965068162068647,0.544905139633843,0.992903464797886,0.999987198185211,0.981997824155769,0.9475431629519822
r1i1p1f1,28,factual,2014-10-16 12:00:00,-16.608887,306.98718,0.999904395425778,0.9982137294628093,0.9999033056216019,0.9903032347710565,0.9999999994022606,0.9999999997004122,0.9999955384346488
r1i1p1f1,0,counterfactual,2004-02-15 12:00:00,43.774647,50.75,0.6761251002128383,0.0,0.7009414058707755,0.8271254041617011,0.0,0.16657686837563146,0.9609230625564936
r1i1p1f1,1,counterfactual,2004-06-16 00:00:00,-72.35103,43.23077,0.3052619108474032,0.01837193851360852,0.0,0.0,0.0,0.0,0.9343534652445489
r1i1p1f1,2,counterfactual,2004-12-16 12:00:00,63.05801,151.65254,0.45329366223121437,0.0013758650111910242,0.30348952517937966,0.2712701450071787,0.16253573947946198,0.5701594405442798,0.04065212337190338
r1i1p1f1,3,counterfactual,2005-05-16 12:00:00,-19.54471,21.744186,0.33046276375359407,0.0,0.4443860612936016,0.2923620909299337,0.0,0.0,0.8490905173984962
r1i1p1f1,4,counterfactual,2006-04-16 00:00:00,51.557922,75.0,0.010594757855898362,0.0003811466391153706,0.0,0.0039020519482818594,0.0,0.0,0.019937255393509545
r1i1p1f1,5,counterfactual,2006-12-16 12:00:00,52.57959,289.45206,0.33295609985808616,0.0,0.15231876939745692,0.20380557029028157,0.0,0.0,0.8405715592029405
r1i1p1f1,6,counterfactual,2008-01-16 12:00:00,64.198456,69.65909,0.0007544043789441401,0.0,0.0,0.0,0.0,0.0,0.8119496823209217
r1i1p1f1,7,counterfactual,2008-07-16 12:00:00,-83.123245,76.3125,0.5157983962306558,0.0,0.0,0.18421728966989015,0.6348416626723283,0.0,0.9469577761453537
r1i1p1f1,8,counterfactual,2009-01-16 12:00:00,68.59156,310.1389,5.8308111959282094e-05,0.0,0.0,0.0,0.2526844085250365,0.0,0.7827585004341439
