member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian,pn_analogue_sparse_gaussian
r10i1p1f1,1,factual,2004-01-16 12:00:00,45.76214,93.879135,0.9778721079844308,0.9954165132719622,0.9981615414378021,0.9731643832502878,0.990277816757372,0.9990899026700857
r10i1p1f1,2,factual,2004-02-15 12:00:00,-88.44718,31.5,0.9149248692767211,0.7194265910900435,0.0,0.9606820857928515,0.9334168819890084,0.9997636569737892
r10i1p1f1,3,factual,2004-02-15 12:00:00,-86.9795,247.54126,0.7887926986183407,0.8069514377277301,0.0,0.9947211263711032,0.9868291808399272,0.9999717306609487
r10i1p1f1,4,factual,2004-02-15 12:00:00,22.599031,352.96875,0.7844191799162015,0.998090186035443,0.0,0.9949048484624597,0.9985837029070939,0.9993668960717049
r10i1p1f1,5,factual,2004-02-15 12:00:00,37.767887,49.446667,0.896524596936118,0.9997956379639882,0.0,0.9999892236613384,0.9999999892768293,0.999999867698558
r10i1p1f1,6,factual,2004-02-15 12:00:00,29.329775,4.6551723,0.6740514407486278,0.9959046956021269,0.9528869817042236,0.9465525262550158,0.9913461094997696,0.9702197898077101
r10i1p1f1,7,factual,2004-02-15 12:00:00,32.51237,113.3446,0.8294220237323057,0.9639588239717509,0.7364890839791589,0.8444033367714704,0.9609607562375797,0.9240656236691425
r10i1p1f1,8,factual,2004-03-16 12:00:00,19.694263,50.182926,0.864416632461642,0.9975802032396325,0.0,0.9956684111283486,0.9974461092994323,0.999999410120453
r10i1p1f1,9,factual,2004-03-16 12:00:00,27.563683,67.02128,0.876086144764223,0.9733664963724876,0.0,0.8673696951676282,0.9158924589921161,0.9938682158219974
r10i1p1f1,10,factual,2004-03-16 12:00:00,27.491196,112.734375,0.9187314489824396,0.9710296156865487,0.0,0.7904604951606851,0.9692773596174491,0.9822547902067384
r10i1p1f1,11,factual,2004-03-16 12:00:00,52.22535,14.363636,0.8589246449506002,0.9427327460216515,0.0,0.9697169929101056,0.995121524013501,0.9538764682682349
r10i1p1f1,12,factual,2004-04-16 00:00:00,-69.516235,128.84058,0.9951959583931345,0.8360501612044011,0.0,0.9304774949286895,0.973646558957855,0.9999987357626281
r10i1p1f1,13,factual,2004-05-16 12:00:00,31.577469,6.7777777,0.7649139702270435,0.9970817710557225,0.0,0.982134143249606,0.9989930615980392,0.9004536816069451
r10i1p1f1,14,factual,2004-06-16 00:00:00,-18.676056,24.666666,0.7720411049697506,0.9846431738769154,0.9642915181040486,0.9458578918408695,0.9917858831257672,0.9449915721503814
r10i1p1f1,15,factual,2004-07-16 12:00:00,22.672853,82.329544,0.7778934339641045,0.9954610428804246,0.9966490339385804,0.8330188819266495,0.9486057061322508,0.9993240016742102
r10i1p1f1,16,factual,2004-08-16 12:00:00,-74.41114,74.52128,0.6954615412887426,0.7848632180039781,0.0,0.7181369576170595,0.8947128412753845,0.9999829990895824
r10i1p1f1,17,factual,2004-09-16 00:00:00,47.085785,17.0,0.2975574065275225,0.9237910857285847,0.6661226813284153,0.9587421935050013,0.9964338086146137,0.9991032676154323
r10i1p1f1,18,factual,2004-10-16 12:00:00,-11.995549,307.8421,0.7922587803094892,0.9999070880821648,0.0,0.931674102997688,0.9560212266852832,0.9999999721995232
r10i1p1f1,19,factual,2004-11-16 00:00:00,-30.805767,141.51163,0.726747177510755,0.9398003371465455,0.9771801263634745,0.9173976212719919,0.995595509442842,0.9399732766587384
r10i1p1f1,20,factual,2004-11-16 00:00:00,-10.808007,316.1184,0.8056542016755928,0.9999714858663141,0.9999990746884786,0.9810108739529284,0.9960879076520919,0.9999999977226968
r10i1p1f1,21,factual,2004-11-16 00:00:00,34.34902,249.32927,0.7688293468996097,0.9788740560413287,0.996671624753935,0.9373663008438384,0.9879374652595364,0.0
r10i1p1f1,22,factual,2004-11-16 00:00:00,50.453,36.05856,0.8886269195637829,0.9170605645164538,0.0,0.9267003688475091,0.9889763212740299,0.9986257679282522
r10i1p1f1,23,factual,2005-01-16 12:00:00,-29.669895,136.17188,0.9581936751766007,0.9085521796817614,0.9241770137023524,0.8865375296389144,0.9906376534026851,0.9555041586284411
r10i1p1f1,24,factual,2005-01-16 12:00:00,-0.4473903,289.951,0.40891871026530424,0.9998961970680844,0.0,0.8161060103464352,0.8534128362324698,0.99999998809924
r10i1p1f1,25,factual,2005-02-15 00:00:00,17.856703,26.52174,0.7201692956435191,0.9998874048239634,0.9995387188046364,0.9293107425309989,0.980605442938243,0.9999992338599623
r10i1p1f1,26,factual,2005-03-16 12:00:00,2.8049145,288.82977,0.6900682932824898,0.9998527956751694,0.9992176108572157,0.7956117174748062,0.8346443710904943,0.9999994307399012
r10i1p1f1,27,factual,2005-04-16 00:00:00,-80.689125,77.291664,0.9688651016204759,0.8571155301947935,0.0,0.8794623268645834,0.9411952951221905,0.9738536865002956
r10i1p1f1,28,factual,2005-04-16 00:00:00,-28.77861,135.46875,0.6428380898840778,0.9260900490701652,0.5821905802932568,0.9126065659172558,0.9926886150764597,0.9916898295256068
r10i1p1f1,29,factual,2005-04-16 00:00:00,25.074825,349.375,0.874206584573635,0.9937249112932389,0.0,0.9885533945207902,0.9970964114543884,0.9999999441828225
r10i1p1f1,30,factual,2005-05-16 12:00:00,-71.15806,96.296295,0.9971868315229759,0.788496124392781,0.8624649930198581,0.7950300649199354,0.8984336305815079,0.999501093819719
r10i1p1f1,31,factual,2005-06-16 00:00:00,-70.8837,47.01613,0.9281817182615046,0.8412927657875129,0.9508262442605026,0.8644209308312066,0.9549972225771776,0.9999838029641664
r10i1p1f1,32,factual,2005-07-16 12:00:00,-72.54326,71.28571,0.7790629030716705,0.7621884450141476,0.0,0.6997113532438475,0.9199031778920498,0.9997590979443638
r10i1p1f1,33,factual,2005-09-16 00:00:00,-79.14042,230.3866,0.9917845515318813,0.6178511286867443,0.0,0.7474024794787795,0.869743431606949,0.5653520125756952
r10i1p1f1,34,factual,2005-12-16 12:00:00,55.550957,53.75,0.9137244683620223,0.9610750558830191,0.0,0.9614965114723231,0.9994450099039,0.6391687251501922
r10i1p1f1,35,factual,2006-02-15 00:00:00,38.163017,243.45744,0.9028008727738208,0.979587520519579,0.8601675566782012,0.9783650087881351,0.9921285592667075,0.8113203558426663
r10i1p1f1,36,factual,2006-03-16 12:00:00,46.372395,259.33072,0.9572942008344936,0.9401499098438341,0.9928784968487034,0.9714951034172837,0.9970644542725263,0.9038600080792873
r10i1p1f1,37,factual,2006-04-16 00:00:00,40.37697,248.97058,0.7396476998464502,0.9562499222918235,0.0,0.9774132267263056,0.9948716570723795,0.9998374648772028
r10i1p1f1,38,factual,2006-05-16 12:00:00,-76.226715,46.41129,0.7437231245843574,0.9086723678254571,0.0,0.9477450902575094,0.9648712901584268,0.9999635592980601
r10i1p1f1,39,factual,2006-05-16 12:00:00,-73.39767,106.655846,0.9640617276815364,0.8338737310736,0.9156159904013262,0.665696701115411,0.9244538912927059,0.9991185303165767
r10i1p1f1,40,factual,2006-06-16 00:00:00,-68.408455,106.25,0.9541260866914149,0.6930352166227789,0.8942532058091129,0.7019865317976702,0.8743486392043829,0.8328968969486015
r10i1p1f1,41,factual,2006-06-16 00:00:00,48.53119,51.026787,0.9960731886806722,0.910667841914474,0.0,0.897354708031028,0.9917055519650997,0.9982774469279941
r10i1p1f1,42,factual,2006-08-16 12:00:00,-26.481936,23.586956,0.6950589456613956,0.9979178184383924,0.6957411245239351,0.9952668330902994,0.9979580850233609,0.9471729477463912
r10i1p1f1,43,factual,2006-10-16 12:00:00,33.36972,88.3125,0.8160847793279731,0.9949368851461516,0.9872381556814223,0.9995453544332313,0.9999264712547199,0.9972225546445165
r10i1p1f1,44,factual,2006-11-16 00:00:00,73.19919,103.531746,0.9983734223159446,0.9960921694329617,0.9994208783465524,0.995969932804402,0.9999928195487201,0.9817881421459801
r10i1p1f1,45,factual,2006-12-16 12:00:00,1.1227363,19.214285,0.5544755265177376,0.9999999230770079,0.5974799288844301,0.9999788490806859,0.9999978998188352,0.999999280540208
r10i1p1f1,46,factual,2006-12-16 12:00:00,31.436623,82.916664,0.8051668871166786,0.9961346495831118,0.6198323216159642,0.9910368572847776,0.995156263014438,0.9128422218649656
r10i1p1f1,47,factual,2006-12-16 12:00:00,64.08643,236.23288,0.9981983752136101,0.9880130351472048,0.9999999700315171,0.9560206085228876,0.9929178059100886,0.0
r10i1p1f1,48,factual,2007-01-16 12:00:00,11.015056,31.12069,0.6625143761438212,0.9999480946708447,0.9953655274246814,0.9896962080478449,0.9994131952314182,0.9810533671420517
r10i1p1f1,49,factual,2007-01-16 12:00:00,20.975855,45.892857,0.6555205309990608,0.9986411418721811,0.9999961317456394,0.9797117318790745,0.9905467624632852,0.9904556000610781
r10i1p1f1,50,factual,2007-01-16 12:00:00,33.787453,59.81818,0.9080494546061603,0.9638177627513641,0.44147550109543787,0.73316914497103,0.8352048831285801,0.0
