member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_analogues_local_gaussian,pn_dynamical_adjustment_local_gaussian,pn_adjusted_thermo_ML_gaussian,pn_adjusted_thermo_DL_gaussian,pn_analogue_sparse_gaussian,pn_analogue_sparse_adjusted_gaussian
r1i1p1f1,14,factual,2010-06-16 00:00:00,-80.511604,340.34927,0.998102538017992,0.8276060802881613,0.9780658217094692,0.9825705687079297,0.9883027231797052,0.9999989742188621,0.9991315909166165,0.9997339722428171
r1i1p1f1,15,factual,2010-06-16 00:00:00,-77.601234,11.666667,0.9990230065142224,0.8000685815268175,0.9719565845846722,0.7320916527342902,0.9729767511806857,0.9999657946563026,0.9681906079148466,0.9742323503993711
r1i1p1f1,16,factual,2010-09-16 00:00:00,-28.896233,124.84694,0.8661573115524459,0.9870024363174175,0.0,0.9582859613111886,0.9999832163344196,1.0,0.9999930743915053,0.9999631626946032
r1i1p1f1,17,factual,2010-12-16 12:00:00,68.38157,245.68182,0.9811519111918972,0.9788105051818894,0.6972616035187036,0.9855039935798879,0.9999980643894084,0.9999552059988049,0.9726446581786894,0.9418654029922156
r1i1p1f1,18,factual,2011-01-16 12:00:00,31.99744,266.21213,0.9168060730382639,0.8977447479804633,0.9999967048051318,0.9935900711138279,0.9999863136238145,1.0,0.9261708670240378,0.7589695426922968
r1i1p1f1,19,factual,2012-04-16 00:00:00,54.3322,26.077587,0.9943905154005316,0.9739521365832259,0.5264711513173842,0.9994723129072327,0.9999999677804892,0.999815598132343,0.8708038272485323,0.7905897333882134
r1i1p1f1,20,factual,2012-07-16 12:00:00,-75.44517,96.875,0.9952315416077626,0.6143667083749145,0.0,0.7744588339840135,0.9454304386941618,0.9999217033108638,0.9999396736397951,0.9999088735464395
r1i1p1f1,21,factual,2012-11-16 00:00:00,70.22536,145.1875,0.9923428485622672,0.9971229981339607,0.5660074540306022,0.9999824523585953,0.9999999999999999,1.0,0.9999999819239344,0.9999999677996402
r1i1p1f1,22,factual,2013-02-15 00:00:00,29.915493,66.14286,0.915089303662294,0.986191818318704,0.8212240417352179,0.8481705491887783,0.9769275875613671,0.9996749980943143,0.9760063051943739,0.9548575155314936
r1i1p1f1,23,factual,2013-10-16 12:00:00,-14.66197,310.25,0.8758987997720974,0.9996382835479752,0.0,0.9997035614825587,0.9999973832414961,1.0,0.9999999970612014,0.9999999974148249
r1i1p1f1,24,factual,2013-11-16 00:00:00,40.183098,243.3125,0.8922534723124511,0.9776797909766521,0.0,0.9963429498500311,0.9999971999736846,0.9999760217377061,0.9999079799089022,0.9998067279654009
r1i1p1f1,25,factual,2014-02-15 00:00:00,37.014076,272.77274,0.999999943284619,0.9119743181712172,0.9939579674589244,0.9945091761306053,0.9999864418640212,1.0,0.9720171367120191,0.9286650513251715
r1i1p1f1,26,factual,2014-02-15 00:00:00,67.11267,170.20833,0.982689510296807,0.9930399572290358,0.9996995238154035,0.9821853715000923,0.9999999929891701,0.999957518117146,-0.19480051503485019,0.0
r1i1p1f1,27,factual,2014-04-16 00:00:00,52.10002,49.7191,0.9618945830104175,0.965068162068647,0.7457485091544953,0.992903464797886,0.9999911216896545,0.9999101685193845,0.9994108626681918,0.9994688762035887
r1i1p1f1,28,factual,2014-10-16 12:00:00,-16.608887,306.98718,0.999904395425778,0.9982137294628093,0.9588019349149307,0.9903032347710565,0.999703233891556,1.0,0.9999999653590768,0.9999999272028371
r1i1p1f1,0,counterfactual,2004-02-15 12:00:00,43.774647,50.75,0.6761251002128383,0.0,0.0,0.8271254041617011,0.9145610606836553,0.0,0.8877672424351705,0.8513070253414541
r1i1p1f1,1,counterfactual,2004-06-16 00:00:00,-72.35103,43.23077,0.3052619108474032,0.01837193851360852,0.0,0.0,0.0316987320563924,0.0,0.19503605583532913,0.0
r1i1p1f1,2,counterfactual,2004-12-16 12:00:00,63.05801,151.65254,0.45329366223121437,0.0013758650111910242,0.023833231731186344,0.2712701450071787,0.6349904244689073,0.0,-1.227765027905678,0.0
r1i1p1f1,3,counterfactual,2005-05-16 12:00:00,-19.54471,21.744186,0.33046276375359407,0.0,0.49408371611838586,0.2923620909299337,0.40328851308532043,0.0,-0.5424698276260682,0.0
r1i1p1f1,4,counterfactual,2006-04-16 00:00:00,51.557922,75.0,0.010594757855898362,0.0003811466391153706,0.0,0.0039020519482818594,0.0,2.1073997411913403e-05,-0.013484379293225324,0.0
r1i1p1f1,5,counterfactual,2006-12-16 12:00:00,52.57959,289.45206,0.33295609985808616,0.0,0.13111115927262829,0.20380557029028157,0.4523393041355881,0.029658007947910403,-0.0015262380225096184,0.0
r1i1p1f1,6,counterfactual,2008-01-16 12:00:00,64.198456,69.65909,0.0007544043789441401,0.0,0.0,0.0,0.0,0.0,0.050385905037070966,0.0
r1i1p1f1,7,counterfactual,2008-07-16 12:00:00,-83.123245,76.3125,0.5157983962306558,0.0,0.0,0.18421728966989015,0.2821127971054346,0.058312797038830966,0.07867290716656794,0.2292327314214756
r1i1p1f1,8,counterfactual,2009-01-16 12:00:00,68.59156,310.1389,5.8308111959282094e-05,0.0,0.0,0.0,0.0,0.0,-0.0006642441420232625,0.2899540347315718
r1i1p1f1,9,counterfactual,2009-07-16 12:00:00,21.218615,81.25,0.14632331576851776,0.0,0.0,0.0,0.0,0.0,0.007113023539177865,0.0
r1i1p1f1,10,counterfactual,2009-11-16 00:00:00,-14.2922535,312.8125,0.3882269653036432,0.0,0.19007908433664866,0.008474265086236055,0.12180935458694464,0.0,-0.2939778963717632,0.5416634499577779
r1i1p1f1,11,counterfactual,2009-11-16 00:00:00,17.267609,8.222222,0.11468878135286431,0.0,0.00954213913762525,0.0,0.0,0.0021894801738994163,-0.02332192352600848,0.0
r1i1p1f1,12,counterfactual,2010-01-16 12:00:00,-0.15845072,21.328125,0.22696269873067154,0.0,0.0,0.0,0.0,0.007267637255206738,-0.003473349260674441,0.11786767680364652
r1i1p1f1,13,counterfactual,2010-02-15 00:00:00,-24.671364,137.22223,0.22224498558842565,0.0,0.0,0.011474367331277602,0.0,0.0,0.2053346680119157,0.0
r1i1p1f1,14,counterfactual,2010-06-16 00:00:00,-80.511604,340.34927,0.4433739996570434,0.0,0.0,0.036690104901890286,0.0895615305745815,0.0,0.403430929186155,0.0
r1i1p1f1,15,counterfactual,2010-06-16 00:00:00,-77.601234,11.666667,0.033943476843637965,0.0,0.0,0.0,0.0,0.0,0.4897218593658048,0.0
r1i1p1f1,16,counterfactual,2010-09-16 00:00:00,-28.896233,124.84694,0.3133795986218155,0.0,0.0,0.011741088953686418,0.0,0.0,-0.007859025315154478,0.0
r1i1p1f1,17,counterfactual,2010-12-16 12:00:00,68.38157,245.68182,0.006028549391455251,0.0,0.02274172507934591,0.0,0.0,0.016622194314098393,-0.01372641851410683,0.0
r1i1p1f1,18,counterfactual,2011-01-16 12:00:00,31.99744,266.21213,0.0062126737655368025,0.0,0.0,0.0,0.0,0.005902169135999613,0.005497759360741039,0.0
r1i1p1f1,19,counterfactual,2012-04-16 00:00:00,54.3322,26.077587,0.06402342850894804,0.0,0.014583970489566278,0.0,0.0,0.0,0.02072543343452804,0.0
r1i1p1f1,20,counterfactual,2012-07-16 12:00:00,-75.44517,96.875,0.6068968076626275,0.0,0.7646894556953243,0.030479562929569992,0.14925888217370398,0.0,-1.592936742701791,0.0
r1i1p1f1,21,counterfactual,2012-11-16 00:00:00,70.22536,145.1875,0.05836684004810122,0.0,0.014899471502330064,0.0,0.0,0.0,-0.08653973178309426,0.0
r1i1p1f1,22,counterfactual,2013-02-15 00:00:00,29.915493,66.14286,0.100973660602372,0.0,0.0,0.0,0.0,0.006311178886849733,0.06087908538766773,0.050608366214743294
r1i1p1f1,23,counterfactual,2013-10-16 12:00:00,-14.66197,310.25,0.6393978484785041,0.037560488675392856,0.0,0.36210860975201675,0.5643307592103307,0.31436124501069207,0.9435605596136656,0.8842714893201022
r1i1p1f1,24,counterfactual,2013-11-16 00:00:00,40.183098,243.3125,0.20325739423323852,0.0,0.10428548127190429,0.00037916728983278247,0.0,0.03744721162108977,0.041062967315814825,0.0
r1i1p1f1,25,counterfactual,2014-02-15 00:00:00,37.014076,272.77274,0.0009253135876660101,0.0,0.0,0.0,0.0,0.002752548288953771,0.2183554547671187,0.0
r1i1p1f1,26,counterfactual,2014-02-15 00:00:00,67.11267,170.20833,0.3294219892312198,0.0008428009467815745,0.035606726199698624,0.0,0.015548319001626898,0.08718816252386485,-0.10199996205831408,0.0
r1i1p1f1,27,counterfactual,2014-04-16 00:00:00,52.10002,49.7191,0.6224045828791878,0.011849361496043875,0.20084053248912248,0.0,0.0,0.10386148819775609,-0.6559588433465076,0.0
r1i1p1f1,28,counterfactual,2014-10-16 12:00:00,-16.608887,306.98718,0.7307904967158636,0.005340387145617687,0.0,0.10967878752445537,0.23000044575236012,0.32835816918127614,0.7380849126213764,0.7870635544406228
r2i1p1f1,0,factual,2005-01-16 12:00:00,15.541948,29.619566,0.70449845341029,0.9881186960083476,0.9999982701015699,0.6564854356028914,0.9673917519547395,0.9947935605911533,0.8486832176545378,0.6059576156332844
