member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian
r2i1p1f1,83,counterfactual,2009-04-16 00:00:00,-21.43406,21.136364,0.23169941189931387,0.03243894501415645
r2i1p1f1,84,counterfactual,2009-05-16 12:00:00,-73.033585,135.38461,0.5237915740415493,0.0
r2i1p1f1,85,counterfactual,2009-05-16 12:00:00,8.066582,290.0,0.40232379640655846,0.04698636915310972
r2i1p1f1,86,counterfactual,2009-10-16 12:00:00,24.446676,88.39286,0.24196481373296752,0.13906732213899775
r2i1p1f1,87,counterfactual,2009-12-16 12:00:00,-16.670935,131.66667,0.0921652570467747,0.01692302477595109
r2i1p1f1,88,counterfactual,2010-02-15 00:00:00,-30.883484,117.72727,0.7802550488380606,0.1526746066163297
r2i1p1f1,89,counterfactual,2010-02-15 00:00:00,68.591545,205.0,0.23563615037814478,0.11796013489089952
r2i1p1f1,90,counterfactual,2010-06-16 00:00:00,-81.19232,150.77586,0.16848506915750694,0.0
r2i1p1f1,91,counterfactual,2010-08-16 12:00:00,-69.84507,50.875,0.72154718130146,0.0
r2i1p1f1,92,counterfactual,2010-09-16 00:00:00,-18.802818,33.47222,0.17082267490039582,0.0046555274549189285
r2i1p1f1,93,counterfactual,2010-09-16 00:00:00,-6.971831,20.833334,0.3024735230188744,0.0636928170576122
r2i1p1f1,94,counterfactual,2010-10-16 12:00:00,-0.38028166,292.25,0.48907323971808603,0.31205094729955374
r2i1p1f1,95,counterfactual,2010-11-16 00:00:00,16.647886,13.666667,0.30653845669955726,0.11601323813491193
r2i1p1f1,96,counterfactual,2010-11-16 00:00:00,73.838036,317.5,0.2217320093976327,0.05531884696153222
r2i1p1f1,97,counterfactual,2011-07-16 12:00:00,-73.04031,114.74138,0.03594042459301594,0.0
r2i1p1f1,98,counterfactual,2011-11-16 00:00:00,39.295773,248.33333,0.26457787131503985,0.04208122385282065
r2i1p1f1,99,counterfactual,2012-02-15 12:00:00,18.760565,47.4,0.12395337764329917,0.014727190184374628
r2i1p1f1,100,counterfactual,2012-02-15 12:00:00,48.470825,95.35714,0.6786225057089422,0.1501024668470592
r2i1p1f1,101,counterfactual,2012-07-16 12:00:00,-6.443662,290.0,0.22304654909825283,0.06055977955330438
r2i1p1f1,102,counterfactual,2012-07-16 12:00:00,53.873234,355.83334,0.5475479167329367,0.4462242113062209
r2i1p1f1,103,counterfactual,2012-08-16 12:00:00,-68.68838,127.03125,0.2054906224737847,0.0
r2i1p1f1,104,counterfactual,2012-08-16 12:00:00,-21.33803,144.02777,0.49530236310010634,0.14392101515401945
r2i1p1f1,105,counterfactual,2012-10-16 12:00:00,-5.8504877,304.42307,0.2964938972132324,0.1250634391073805
r2i1p1f1,106,counterfactual,2012-12-16 12:00:00,66.50704,288.5,0.38929845179102907,0.1348752450762979
r2i1p1f1,107,counterfactual,2013-01-16 12:00:00,49.92958,139.16667,0.7689468289918293,0.3076855168890037
r2i1p1f1,108,counterfactual,2013-02-15 00:00:00,-40.183098,293.5,0.4834857669547933,0.0
r2i1p1f1,109,counterfactual,2013-03-16 12:00:00,22.797983,352.16418,0.2505870227803191,0.10208019422462278
r2i1p1f1,110,counterfactual,2013-03-16 12:00:00,28.55993,4.132653,0.3450868481932483,0.15880190320911347
r2i1p1f1,111,counterfactual,2013-09-16 00:00:00,-15.30181,289.4643,0.4419279652051523,0.09290293543818595
r2i1p1f1,112,counterfactual,2013-09-16 00:00:00,-5.965203,21.764706,0.2664280603647279,0.07219694348807582
r2i1p1f1,113,counterfactual,2013-10-16 12:00:00,-29.526468,137.19827,0.5100790848356611,0.2010071888297662
r2i1p1f1,114,counterfactual,2013-10-16 12:00:00,-15.897885,303.22916,0.6094215099169018,0.2745668971056747
r2i1p1f1,115,counterfactual,2013-12-16 12:00:00,63.38029,257.2619,0.9882496904195095,0.41480856332309946
r2i1p1f1,116,counterfactual,2014-01-16 12:00:00,57.048073,249.52982,0.04245044520254171,0.04036179513847615
r2i1p1f1,117,counterfactual,2014-03-16 12:00:00,21.897886,49.1875,0.3854007267257028,0.02078193840034681
r2i1p1f1,118,counterfactual,2014-03-16 12:00:00,27.117706,60.982143,0.41886723939599635,0.0
r2i1p1f1,119,counterfactual,2014-09-16 00:00:00,-9.263271,302.5,0.2822831906906298,0.09226169448229615
r2i1p1f1,120,counterfactual,2014-10-16 12:00:00,-21.006039,307.67856,0.5325923497415388,0.15875583605945998
r2i1p1f1,121,counterfactual,2014-10-16 12:00:00,-11.700975,310.19232,0.49233069044853617,0.3073860062283622
r3i1p1f1,0,factual,1980-02-15 12:00:00,-17.655935,126.42857,0.6964739935751374,0.8785966876204543
r3i1p1f1,1,factual,1980-03-16 12:00:00,44.80986,46.875,0.0,0.7754457950827666
r3i1p1f1,2,factual,1980-04-16 00:00:00,-80.2512,55.79897,0.9365389519278859,0.5341841089384429
r3i1p1f1,3,factual,1980-12-16 12:00:00,60.268887,135.90909,0.9587828525433083,0.9525144568635594
r3i1p1f1,4,factual,1981-01-16 12:00:00,76.478874,332.5,0.7154365754795073,0.9043129563338418
r3i1p1f1,5,factual,1981-02-15 00:00:00,63.597588,243.0,0.989152224967549,0.9715964919033994
r3i1p1f1,6,factual,1981-03-16 12:00:00,-77.11268,144.375,0.7524460242786167,0.6180588086158074
r3i1p1f1,7,factual,1981-03-16 12:00:00,1.3380282,22.5,0.20939588463109504,0.9999612865731432
r3i1p1f1,8,factual,1982-06-16 00:00:00,-22.420776,131.40625,0.4826661397188443,0.8014994290990337
r3i1p1f1,9,factual,1984-10-16 12:00:00,-5.1971827,27.25,0.6270606360542612,0.99993662326693
r3i1p1f1,10,factual,1984-11-16 00:00:00,73.60755,319.375,0.7700860871875674,0.8397033519845201
r3i1p1f1,11,factual,1985-02-15 00:00:00,17.210184,20.76923,0.8234470073654718,0.9527177389499715
r3i1p1f1,12,factual,1985-08-16 12:00:00,-75.00918,132.82608,0.952693260046764,0.6747671932896726
r3i1p1f1,13,factual,1985-09-16 00:00:00,-23.311577,301.58536,0.0,0.976663835711856
r3i1p1f1,14,factual,1986-03-16 12:00:00,-26.016096,130.11905,0.7272059025213611,0.7902617761149415
r3i1p1f1,15,factual,1987-11-16 00:00:00,25.171026,20.714285,0.8420289715214769,0.9284192732807114
r3i1p1f1,16,factual,1988-02-15 12:00:00,35.732124,274.48114,0.9736258795070685,0.8955735557275156
r3i1p1f1,17,factual,1988-02-15 12:00:00,71.81261,331.9565,0.9191778334208677,0.9171725717282494
r3i1p1f1,18,factual,1988-02-15 12:00:00,78.75,320.0,0.48697937240431854,0.7796860751877756
r3i1p1f1,19,factual,1988-04-16 00:00:00,48.06338,105.0,0.6987285752576156,0.7055733394565585
r3i1p1f1,20,factual,1988-08-16 12:00:00,-81.35677,199.10283,0.7176247171496315,0.8656091851517098
r3i1p1f1,21,factual,1988-11-16 00:00:00,4.724712,35.909092,0.7771899742750622,0.9891553940699885
r3i1p1f1,22,factual,1989-02-15 00:00:00,-22.500002,121.78571,0.8680174780420573,0.837647202560621
r3i1p1f1,23,factual,1989-04-16 00:00:00,-77.624176,92.82895,0.8814321647102448,0.7314539788768342
r3i1p1f1,24,factual,1989-04-16 00:00:00,43.87866,21.923077,0.8928213842610698,0.6963675689064834
r3i1p1f1,25,factual,1989-09-16 00:00:00,-23.609154,143.02083,0.5494963102748165,0.8139083017095012
r3i1p1f1,26,factual,1989-10-16 12:00:00,-28.521128,148.75,0.19542201072350474,0.8852231437867197
r3i1p1f1,27,factual,1990-01-16 12:00:00,57.733677,49.090908,0.8133295138955172,0.7346825831931563
r3i1p1f1,28,factual,1990-04-16 00:00:00,21.549295,11.25,0.3357446751699752,0.8534175375784241
r3i1p1f1,29,factual,1990-11-16 00:00:00,-38.661976,292.67856,0.25882565145370684,0.8185544179264448
r3i1p1f1,30,factual,1991-02-15 00:00:00,72.13424,317.11765,0.8391540374736999,0.9104557580076573
r3i1p1f1,31,factual,1991-04-16 00:00:00,38.752514,241.78572,0.7264582181647204,0.9069521643537642
r3i1p1f1,32,factual,1991-04-16 00:00:00,53.13016,58.706898,0.0,0.7609597067543845
r3i1p1f1,33,factual,1992-01-16 12:00:00,66.63984,221.78572,0.9852067123599083,0.9774782702857712
r3i1p1f1,34,factual,1992-02-15 12:00:00,38.450706,77.291664,0.0,0.9435769544301347
r3i1p1f1,35,factual,1992-08-16 12:00:00,-81.446625,230.37383,0.3491722010735393,0.5998795767294796
r3i1p1f1,36,factual,1993-07-16 12:00:00,-72.15601,291.15384,0.8669161001593628,0.6439892613522805
r3i1p1f1,37,factual,1994-06-16 00:00:00,-71.433304,117.20588,0.9823405218600185,0.7435393209582791
r3i1p1f1,38,factual,1994-10-16 12:00:00,-30.3169,134.47917,0.5979302895450485,0.8681897646783903
r3i1p1f1,39,factual,1995-01-16 12:00:00,57.724808,233.26923,0.7371790573866137,0.925925540055815
r3i1p1f1,40,factual,1995-06-16 00:00:00,37.22151,355.22726,0.4911858574029643,0.8838404552975029
r3i1p1f1,41,factual,1996-05-16 12:00:00,52.54802,289.31818,0.8226957347428495,0.971218128976232
r3i1p1f1,42,factual,1996-06-16 00:00:00,-75.055595,21.973684,0.8453175405077608,0.7373861121357871
r3i1p1f1,43,factual,1996-11-16 00:00:00,-14.9577465,18.5,0.6284973938554153,0.9992635567771122
r3i1p1f1,44,factual,1996-12-16 12:00:00,69.26559,287.85715,0.0,0.9732725815832014
r3i1p1f1,45,factual,1997-04-16 00:00:00,-74.92958,82.22222,0.7812217072681502,0.8500660564008798
r3i1p1f1,46,factual,1997-04-16 00:00:00,40.816902,104.75,0.6874519388762637,0.9175489412790452
r3i1p1f1,47,factual,1997-04-16 00:00:00,45.17285,3.409091,0.8627657927475928,0.883786606341562
r3i1p1f1,48,factual,1997-05-16 12:00:00,-69.449425,107.72727,0.9634505847825001,0.8174755144828125
r3i1p1f1,49,factual,1997-07-16 12:00:00,-68.87324,44.166668,0.9798492331750528,0.8789826440071347
r3i1p1f1,50,factual,1997-11-16 00:00:00,64.87158,142.64706,0.9004608446144131,0.9806451155060726
r3i1p1f1,51,factual,1998-01-16 12:00:00,53.905468,289.78815,0.9178183762979104,0.981432282744602
r3i1p1f1,52,factual,1998-11-16 00:00:00,39.641487,248.63637,0.8727026979084191,0.9550786667486729
r3i1p1f1,53,factual,1998-11-16 00:00:00,69.83354,271.70456,0.9542971615094873,0.9867445329072017
r3i1p1f1,54,factual,1999-01-16 12:00:00,50.862675,133.07292,0.9344284860263741,0.9756958501365847
r3i1p1f1,55,factual,1999-02-15 00:00:00,68.898094,67.05882,0.9706914061353064,0.9882025591604264
r3i1p1f1,56,factual,1999-10-16 12:00:00,-6.453265,29.772728,0.2904356883545005,0.9999835547907936
r3i1p1f1,57,factual,2000-01-16 12:00:00,51.633797,243.66667,0.984337032377742,0.9534206615681362
r3i1p1f1,58,factual,2000-02-15 12:00:00,47.232086,245.10869,0.8230386243865481,0.9613485897685473
r3i1p1f1,59,factual,2000-10-16 12:00:00,-23.492954,31.666666,0.7486196649258529,0.9939768039951091
r3i1p1f1,60,factual,2000-12-16 12:00:00,-6.6305523,320.57693,0.36234162398371794,0.999998172307579
r3i1p1f1,61,factual,2000-12-16 12:00:00,66.739426,119.375,0.9631216405185582,0.9893369951626435
r3i1p1f1,62,factual,2000-12-16 12:00:00,71.66198,103.0,0.999860295683293,0.9582317463392827
r3i1p1f1,63,factual,2001-02-15 00:00:00,24.199745,102.27273,0.90093025716591,0.9800491513854411
r3i1p1f1,64,factual,2001-04-16 00:00:00,53.60849,24.588608,0.8811287222359742,0.815856075119799
r3i1p1f1,65,factual,2001-05-16 12:00:00,-67.896126,129.53125,0.8190334193423667,0.7357693414536837
r3i1p1f1,66,factual,2001-10-16 12:00:00,43.239433,242.68518,0.9533586612987062,0.9734469356433713
r3i1p1f1,67,factual,2001-11-16 00:00:00,62.18724,150.0,0.9071341077040056,0.9621588025638385
r3i1p1f1,68,factual,2001-12-16 12:00:00,40.985916,84.40476,0.9399959939929975,0.9506500853931265
r3i1p1f1,69,factual,2003-02-15 00:00:00,28.758804,111.5625,0.9588306742848786,0.9298726319878642
r3i1p1f1,70,factual,2003-02-15 00:00:00,43.15493,109.611115,0.9021106410057098,0.9775565331360211
r3i1p1f1,71,factual,2003-12-16 12:00:00,-29.834,144.19643,0.7884830590715497,0.9780104358303819
r3i1p1f1,72,factual,2003-12-16 12:00:00,-3.3802812,311.875,0.7970449930047965,0.9998905213435432
r3i1p1f1,73,factual,2004-01-16 12:00:00,54.388733,70.63333,0.492603816296021,0.9340989602354213
r3i1p1f1,74,factual,2004-02-15 12:00:00,-48.457104,288.63635,0.8265083697796938,0.9577051918574189
r3i1p1f1,75,factual,2004-02-15 12:00:00,5.0704226,288.75,0.5965055579519386,0.9999735793474427
r3i1p1f1,76,factual,2004-03-16 12:00:00,25.047888,4.7,0.5520345542649154,0.9842755697604283
r3i1p1f1,77,factual,2004-03-16 12:00:00,31.322891,48.154205,0.655556344197148,0.9960055806378546
r3i1p1f1,78,factual,2004-04-16 00:00:00,5.4929576,8.472222,0.3305922699841407,0.999999947229707
r3i1p1f1,79,factual,2004-04-16 00:00:00,5.342052,296.42856,0.32739213428294955,0.9999756481185951
r3i1p1f1,80,factual,2004-04-16 00:00:00,48.39949,61.363636,0.7813811104076136,0.8952866636057792
r3i1p1f1,81,factual,2004-09-16 00:00:00,-5.28169,294.58334,0.45728293906767103,0.9999927795433525
r3i1p1f1,82,factual,2005-02-15 00:00:00,24.265594,111.90476,0.9019801601735933,0.9778564349101975
r3i1p1f1,83,factual,2005-03-16 12:00:00,26.886583,38.42105,0.647707006734136,0.9923348498023598
r3i1p1f1,84,factual,2005-04-16 00:00:00,7.37516,289.0909,0.663725920147469,0.9998399292831874
r3i1p1f1,85,factual,2005-04-16 00:00:00,26.31791,349.5238,0.5556056424073236,0.9899865080329822
r3i1p1f1,86,factual,2005-05-16 12:00:00,-83.01496,311.69272,0.1364110094973081,0.8739861579307227
r3i1p1f1,87,factual,2006-02-15 00:00:00,39.63615,275.5324,0.9618912621824323,0.988839357940386
r3i1p1f1,88,factual,2006-02-15 00:00:00,60.392357,164.82143,0.8766635088531785,0.9978923184985462
r3i1p1f1,89,factual,2006-04-16 00:00:00,56.56144,36.206898,0.9903090851559619,0.7793830111301057
r3i1p1f1,90,factual,2006-11-16 00:00:00,67.94365,87.125,0.9918262444537823,0.9741040859422903
r3i1p1f1,91,factual,2007-01-16 12:00:00,65.82705,133.8372,0.8662809356337233,0.9980032025501455
r3i1p1f1,92,factual,2007-02-15 00:00:00,17.492956,29.8,0.6989946437178166,0.9825872401979715
r3i1p1f1,93,factual,2007-02-15 00:00:00,67.532776,203.10345,0.9692191365803599,0.984524582888432
r3i1p1f1,94,factual,2007-04-16 00:00:00,21.006033,20.714285,0.9514098746795276,0.982412208092051
r3i1p1f1,95,factual,2008-10-16 12:00:00,-2.112676,295.0,0.7704229195245207,0.9999190894225702
r3i1p1f1,96,factual,2008-12-16 12:00:00,41.95171,61.42857,0.9855003161438857,0.9020731787876113
r3i1p1f1,97,factual,2009-01-16 12:00:00,73.03822,272.9762,0.9961595604495976,0.9964867303467754
r3i1p1f1,98,factual,2009-01-16 12:00:00,79.97234,285.49106,0.9991852877401063,0.9954682649033493
r3i1p1f1,99,factual,2009-02-15 00:00:00,60.704227,261.42856,0.9989396529199538,0.9965128065190605
r3i1p1f1,100,factual,2009-05-16 12:00:00,18.322664,97.72727,0.5828963857353762,0.9957776907096485
r3i1p1f1,101,factual,2009-06-16 00:00:00,20.86674,98.65385,0.911771824596121,0.9934274283231027
r3i1p1f1,102,factual,2009-08-16 12:00:00,-69.322174,84.84375,0.9709636713159687,0.838731832311231
r3i1p1f1,103,factual,2009-10-16 12:00:00,-87.21127,285.0,0.8571917157500507,0.9098852825229793
r3i1p1f1,104,factual,2009-10-16 12:00:00,-4.8754063,304.42307,0.7826520861180091,0.9998223698343668
r3i1p1f1,105,factual,2009-11-16 00:00:00,-3.911469,308.14285,0.7422722818143852,0.9999746289074936
r3i1p1f1,106,factual,2009-12-16 12:00:00,59.83099,285.0,0.8922974119518305,0.9939637952865275
r3i1p1f1,107,factual,2010-01-16 12:00:00,30.84507,70.208336,0.9849346366495982,0.9257017982955569
r3i1p1f1,108,factual,2010-02-15 00:00:00,20.34205,53.333332,0.7524049810492074,0.9986390731361833
r3i1p1f1,109,factual,2010-02-15 00:00:00,32.48022,83.39041,0.9769334547539376,0.9991035385713328
r3i1p1f1,110,factual,2010-02-15 00:00:00,37.833153,137.88461,0.8816781740146186,0.9981916006851173
r3i1p1f1,111,factual,2010-04-16 00:00:00,46.65996,288.33334,0.9909274832322346,0.9802730189135206
r3i1p1f1,112,factual,2010-08-16 12:00:00,-81.54929,279.58334,0.8792692842596505,0.95033942101565
r3i1p1f1,113,factual,2010-10-16 12:00:00,-13.389084,309.375,0.8332355433996513,0.9999980511521168
r3i1p1f1,114,factual,2011-01-16 12:00:00,49.903633,260.26315,0.9965137705835061,0.9253120180617684
r3i1p1f1,115,factual,2011-01-16 12:00:00,49.084507,277.5,0.9281802590280807,0.9793130396677064
r3i1p1f1,116,factual,2011-02-15 00:00:00,43.918808,259.41177,0.9984980662817096,0.8414771339665433
r3i1p1f1,117,factual,2011-03-16 12:00:00,38.87324,34.166668,0.9281095895880365,0.9443119167118869
r3i1p1f1,118,factual,2011-03-16 12:00:00,43.60563,279.5,0.9988270628164339,0.9564169101248535
r3i1p1f1,119,factual,2011-08-16 12:00:00,1.1523687,116.36364,0.5541671420778354,0.9999999996759235
r3i1p1f1,120,factual,2011-09-16 00:00:00,-10.422535,295.1389,0.8006469207702216,0.9999994602757607
r3i1p1f1,121,factual,2011-10-16 12:00:00,49.379,85.51136,0.9677665146303942,0.923782486053581
r3i1p1f1,122,factual,2011-12-16 12:00:00,9.507042,46.25,0.7651417525147143,0.9999714010341647
r3i1p1f1,123,factual,2011-12-16 12:00:00,17.911816,46.847828,0.8284957993632354,0.999914890892816
r3i1p1f1,124,factual,2011-12-16 12:00:00,70.94588,111.552635,0.9999937011447485,0.9991276021740444
r3i1p1f1,125,factual,2012-01-16 12:00:00,35.176052,252.91667,0.981881833051829,0.9495306776152088
r3i1p1f1,126,factual,2012-03-16 12:00:00,21.654928,347.08334,0.8970884199810802,0.9943823528293729
r3i1p1f1,127,factual,2012-04-16 00:00:00,-71.514084,57.708332,0.9833835625549195,0.8923696331099277
r3i1p1f1,128,factual,2012-11-16 00:00:00,73.131096,265.19232,0.9999357393849827,0.9953355302874366
r3i1p1f1,129,factual,2012-12-16 12:00:00,60.72983,285.22726,0.9979014381525716,0.9944606391504924
r3i1p1f1,130,factual,2012-12-16 12:00:00,65.07041,288.95834,0.9999651230036436,0.9956123819866942
r3i1p1f1,131,factual,2013-01-16 12:00:00,15.35673,10.122951,0.8805929226902611,0.9992590577803467
r3i1p1f1,132,factual,2013-01-16 12:00:00,13.252242,355.0,0.8718937213942487,0.9999907262876012
r3i1p1f1,133,factual,2013-01-16 12:00:00,64.313385,206.00694,0.9960483293902601,0.9845057652625634
r3i1p1f1,134,factual,2013-02-15 00:00:00,15.244626,30.197369,0.8774495914361347,0.9995475366721891
r3i1p1f1,135,factual,2013-02-15 00:00:00,23.55078,43.157894,0.9572453441204332,0.9999377714393858
r3i1p1f1,136,factual,2013-06-16 00:00:00,-89.1055,174.0849,0.958807430457421,0.9023226467055823
r3i1p1f1,137,factual,2013-08-16 12:00:00,-6.718309,291.5,0.9816718346806811,0.9999999998744056
r3i1p1f1,138,factual,2013-11-16 00:00:00,-15.016251,33.846153,0.9879073084450501,0.9997770477448324
r3i1p1f1,139,factual,2013-11-16 00:00:00,71.873245,120.875,0.9998516206064683,0.9959476632277882
r3i1p1f1,140,factual,2013-12-16 12:00:00,12.746479,10.694445,0.9175486907323,0.9982728457888336
r3i1p1f1,141,factual,2013-12-16 12:00:00,67.55111,152.17741,0.8532520658247316,0.9990644876017631
r3i1p1f1,142,factual,2014-06-16 00:00:00,-13.275287,27.5,0.9997638690223831,0.9999908421428776
r3i1p1f1,143,factual,2014-07-16 12:00:00,-79.225365,277.29166,0.9943279033215943,0.9338788299863959
r3i1p1f1,144,factual,2014-07-16 12:00:00,-74.061035,92.38426,0.9999998603292598,0.911096928635857
r3i1p1f1,145,factual,2014-10-16 12:00:00,-14.807103,310.94202,0.9999999936314468,0.999980020989262
r3i1p1f1,146,factual,2014-11-16 00:00:00,-18.659155,303.4,0.9999995997572552,0.9997782647150305
r3i1p1f1,147,factual,2014-11-16 00:00:00,-14.653522,316.9,0.9999999817433614,0.9999060201269334
r3i1p1f1,148,factual,2014-12-16 12:00:00,68.60915,252.34375,0.9997998077856054,0.9991745362576908
r3i1p1f1,0,counterfactual,1980-02-15 12:00:00,-17.655935,126.42857,0.23295553703607597,0.0
r3i1p1f1,1,counterfactual,1980-03-16 12:00:00,44.80986,46.875,0.030356145474463192,0.19474890291707492
r3i1p1f1,2,counterfactual,1980-04-16 00:00:00,-80.2512,55.79897,0.40061397175963875,0.0
r3i1p1f1,3,counterfactual,1980-12-16 12:00:00,60.268887,135.90909,0.451123048836896,0.29483273824296197
r3i1p1f1,4,counterfactual,1981-01-16 12:00:00,76.478874,332.5,0.6673569192710042,0.5090138705219398
r3i1p1f1,5,counterfactual,1981-02-15 00:00:00,63.597588,243.0,0.552306550964496,0.2890242534272044
r3i1p1f1,6,counterfactual,1981-03-16 12:00:00,-77.11268,144.375,0.0965388762581485,0.0
r3i1p1f1,7,counterfactual,1981-03-16 12:00:00,1.3380282,22.5,0.07068411559665444,0.0
r3i1p1f1,8,counterfactual,1982-06-16 00:00:00,-22.420776,131.40625,0.06997724646890924,0.0
r3i1p1f1,9,counterfactual,1984-10-16 12:00:00,-5.1971827,27.25,0.16537810239351325,0.04381904855824881
r3i1p1f1,10,counterfactual,1984-11-16 00:00:00,73.60755,319.375,0.08228381231489357,0.13341479777017629
r3i1p1f1,11,counterfactual,1985-02-15 00:00:00,17.210184,20.76923,0.02571743324463216,0.023702805135108918
r3i1p1f1,12,counterfactual,1985-08-16 12:00:00,-75.00918,132.82608,0.23139434125900749,0.0
r3i1p1f1,13,counterfactual,1985-09-16 00:00:00,-23.311577,301.58536,0.023498650072773075,0.0
r3i1p1f1,14,counterfactual,1986-03-16 12:00:00,-26.016096,130.11905,0.03999703181417591,0.0
r3i1p1f1,15,counterfactual,1987-11-16 00:00:00,25.171026,20.714285,0.29390710813360266,0.3197857464393199
r3i1p1f1,16,counterfactual,1988-02-15 12:00:00,35.732124,274.48114,0.23301962842858948,0.0
r3i1p1f1,17,counterfactual,1988-02-15 12:00:00,71.81261,331.9565,0.0032296775554676582,0.007199811137704515
r3i1p1f1,18,counterfactual,1988-02-15 12:00:00,78.75,320.0,0.09694962492531112,0.13565058116777262
r3i1p1f1,19,counterfactual,1988-04-16 00:00:00,48.06338,105.0,0.10030256457191866,0.0
r3i1p1f1,20,counterfactual,1988-08-16 12:00:00,-81.35677,199.10283,0.0960629814067514,0.0
r3i1p1f1,21,counterfactual,1988-11-16 00:00:00,4.724712,35.909092,0.07016501541579068,0.0
r3i1p1f1,22,counterfactual,1989-02-15 00:00:00,-22.500002,121.78571,0.2316881455625378,0.0
r3i1p1f1,23,counterfactual,1989-04-16 00:00:00,-77.624176,92.82895,0.4134287226884147,0.0
r3i1p1f1,24,counterfactual,1989-04-16 00:00:00,43.87866,21.923077,0.4198763406550903,0.1552431795814927
r3i1p1f1,25,counterfactual,1989-09-16 00:00:00,-23.609154,143.02083,0.08796798496725522,0.07028431780268873
r3i1p1f1,26,counterfactual,1989-10-16 12:00:00,-28.521128,148.75,0.08556361350210073,0.05713779314983869
r3i1p1f1,27,counterfactual,1990-01-16 12:00:00,57.733677,49.090908,0.10654740293972931,0.02550347494640004
r3i1p1f1,28,counterfactual,1990-04-16 00:00:00,21.549295,11.25,0.13806206246316266,0.2868983593501926
r3i1p1f1,29,counterfactual,1990-11-16 00:00:00,-38.661976,292.67856,0.14500604118962923,0.0352491539402624
r3i1p1f1,30,counterfactual,1991-02-15 00:00:00,72.13424,317.11765,0.38011493716803113,0.31519268825549784
r3i1p1f1,31,counterfactual,1991-04-16 00:00:00,38.752514,241.78572,0.21515094568597704,0.05391042600069196
r3i1p1f1,32,counterfactual,1991-04-16 00:00:00,53.13016,58.706898,0.15267597459987647,0.12310414799924818
r3i1p1f1,33,counterfactual,1992-01-16 12:00:00,66.63984,221.78572,0.02383606053877274,0.0748335131312845
r3i1p1f1,34,counterfactual,1992-02-15 12:00:00,38.450706,77.291664,0.11411881513494848,0.27168324356372364
r3i1p1f1,35,counterfactual,1992-08-16 12:00:00,-81.446625,230.37383,0.38006815543091776,0.0
r3i1p1f1,36,counterfactual,1993-07-16 12:00:00,-72.15601,291.15384,0.07618220842755308,0.0
r3i1p1f1,37,counterfactual,1994-06-16 00:00:00,-71.433304,117.20588,0.011255154720556493,0.0
r3i1p1f1,38,counterfactual,1994-10-16 12:00:00,-30.3169,134.47917,0.10924046504203588,0.0
r3i1p1f1,39,counterfactual,1995-01-16 12:00:00,57.724808,233.26923,0.09808425876784121,0.050800495836946236
r3i1p1f1,40,counterfactual,1995-06-16 00:00:00,37.22151,355.22726,0.24122848044798761,0.054623250357326625
r3i1p1f1,41,counterfactual,1996-05-16 12:00:00,52.54802,289.31818,0.026894166474674686,0.027388053769567877
r3i1p1f1,42,counterfactual,1996-06-16 00:00:00,-75.055595,21.973684,0.37635763092633434,0.0
r3i1p1f1,43,counterfactual,1996-11-16 00:00:00,-14.9577465,18.5,0.24413159633361414,0.052171524141608194
r3i1p1f1,44,counterfactual,1996-12-16 12:00:00,69.26559,287.85715,0.25799620555003533,0.3260998420794978
r3i1p1f1,45,counterfactual,1997-04-16 00:00:00,-74.92958,82.22222,0.20904764642081586,0.0
r3i1p1f1,46,counterfactual,1997-04-16 00:00:00,40.816902,104.75,0.2851931830167903,0.07535220777767959
r3i1p1f1,47,counterfactual,1997-04-16 00:00:00,45.17285,3.409091,0.14316623451163613,0.01586061961891727
r3i1p1f1,48,counterfactual,1997-05-16 12:00:00,-69.449425,107.72727,0.06400166678247776,0.0
r3i1p1f1,49,counterfactual,1997-07-16 12:00:00,-68.87324,44.166668,0.3871570199805583,0.0
r3i1p1f1,50,counterfactual,1997-11-16 00:00:00,64.87158,142.64706,0.677116236619457,0.28502345989994626
r3i1p1f1,51,counterfactual,1998-01-16 12:00:00,53.905468,289.78815,0.37719625460171424,0.3609023827808373
r3i1p1f1,52,counterfactual,1998-11-16 00:00:00,39.641487,248.63637,0.48498684906304346,0.0
r3i1p1f1,53,counterfactual,1998-11-16 00:00:00,69.83354,271.70456,0.6398041907897465,0.36408101878298027
r3i1p1f1,54,counterfactual,1999-01-16 12:00:00,50.862675,133.07292,0.5553675527263885,0.2935005499059967
r3i1p1f1,55,counterfactual,1999-02-15 00:00:00,68.898094,67.05882,0.6437280031195138,0.27831082335467694
r3i1p1f1,56,counterfactual,1999-10-16 12:00:00,-6.453265,29.772728,0.2075158816414543,0.02793421463764101
r3i1p1f1,57,counterfactual,2000-01-16 12:00:00,51.633797,243.66667,0.34424540800769043,0.07176201473017552
r3i1p1f1,58,counterfactual,2000-02-15 12:00:00,47.232086,245.10869,0.2387819637990629,0.05227192700249228
r3i1p1f1,59,counterfactual,2000-10-16 12:00:00,-23.492954,31.666666,0.32535517775307843,0.0
r3i1p1f1,60,counterfactual,2000-12-16 12:00:00,-6.6305523,320.57693,0.21922816672271617,0.17385107489324914
r3i1p1f1,61,counterfactual,2000-12-16 12:00:00,66.739426,119.375,0.04866039994177429,0.07590381435911642
r3i1p1f1,62,counterfactual,2000-12-16 12:00:00,71.66198,103.0,0.0020309747510773857,0.028793580769788774
