member,event_id,scenario,time,lat,lon,pn_ensemble_gaussian,pn_thermo_ML_gaussian,pn_dyn_adj_local_50_gaussian,pn_analogues_local_gaussian
r1i1p1f1,8,counterfactual,2009-01-16 12:00:00,68.59156,310.1389,5.8308111959282094e-05,0.0004960848660180428,0.0002366112949317989,0.025276450837834252
r1i1p1f1,9,counterfactual,2009-07-16 12:00:00,21.218615,81.25,0.14632331576851776,0.05509189740790621,0.0,0.05558163732321819
r1i1p1f1,10,counterfactual,2009-11-16 00:00:00,-14.2922535,312.8125,0.3882269653036432,0.0,0.0,0.0
r1i1p1f1,11,counterfactual,2009-11-16 00:00:00,17.267609,8.222222,0.11468878135286431,0.00862233468838114,0.0,0.0
r1i1p1f1,12,counterfactual,2010-01-16 12:00:00,-0.15845072,21.328125,0.22696269873067154,0.003820006977993562,0.0,0.0
r1i1p1f1,13,counterfactual,2010-02-15 00:00:00,-24.671364,137.22223,0.22224498558842565,0.03388813975462368,0.0,0.0
r1i1p1f1,14,counterfactual,2010-06-16 00:00:00,-80.511604,340.34927,0.4433739996570434,0.1717709138704242,0.038563786975644776,0.39095600597645364
r1i1p1f1,15,counterfactual,2010-06-16 00:00:00,-77.601234,11.666667,0.033943476843637965,0.007758327389788877,0.0016503979350511733,0.20792253427107987
r1i1p1f1,16,counterfactual,2010-09-16 00:00:00,-28.896233,124.84694,0.3133795986218155,0.0,0.014659239161764592,0.0
r1i1p1f1,17,counterfactual,2010-12-16 12:00:00,68.38157,245.68182,0.006028549391455251,0.019440325916161183,0.0,0.012245363705374213
r1i1p1f1,18,counterfactual,2011-01-16 12:00:00,31.99744,266.21213,0.0062126737655368025,0.0,0.0,0.0
r1i1p1f1,19,counterfactual,2012-04-16 00:00:00,54.3322,26.077587,0.06402342850894804,0.0,0.0,0.0
r1i1p1f1,20,counterfactual,2012-07-16 12:00:00,-75.44517,96.875,0.6068968076626275,0.0,0.0,0.0
r1i1p1f1,21,counterfactual,2012-11-16 00:00:00,70.22536,145.1875,0.05836684004810122,0.038226561976282936,0.0,0.0
r1i1p1f1,22,counterfactual,2013-02-15 00:00:00,29.915493,66.14286,0.100973660602372,0.034368045182715856,0.001655720072130884,0.00290304471979419
r1i1p1f1,23,counterfactual,2013-10-16 12:00:00,-14.66197,310.25,0.6393978484785041,0.0,0.11683434111213864,0.5329304121856351
r1i1p1f1,24,counterfactual,2013-11-16 00:00:00,40.183098,243.3125,0.20325739423323852,0.11669799227568933,0.0,0.0
r1i1p1f1,25,counterfactual,2014-02-15 00:00:00,37.014076,272.77274,0.0009253135876660101,0.0,0.0,0.1621515863750287
r1i1p1f1,26,counterfactual,2014-02-15 00:00:00,67.11267,170.20833,0.3294219892312198,0.08254472419639114,0.03791711241365214,0.0
r1i1p1f1,27,counterfactual,2014-04-16 00:00:00,52.10002,49.7191,0.6224045828791878,0.0,0.0,0.0
r1i1p1f1,28,counterfactual,2014-10-16 12:00:00,-16.608887,306.98718,0.7307904967158636,0.0,0.005679684175421418,0.7315470942101618
r2i1p1f1,0,factual,2005-01-16 12:00:00,15.541948,29.619566,0.70449845341029,0.9881186960083476,0.06592998303196884,0.0
r2i1p1f1,1,factual,2006-05-16 12:00:00,-72.3353,147.09677,0.9235835652648611,0.7398122694496456,0.6955045632243925,0.9994228011334418
r2i1p1f1,2,factual,2007-09-16 00:00:00,-84.75771,292.24576,0.8355531398525105,0.7187748164121375,0.8441693681038068,0.0
r2i1p1f1,3,factual,2007-12-16 12:00:00,53.170918,133.10811,0.9027665278342933,0.989834212391134,0.7126894989562195,0.0
r2i1p1f1,4,factual,2009-12-16 12:00:00,-16.670935,131.66667,0.8012099674472034,0.8721963212262596,0.3060759245653637,0.9747903609571796
r2i1p1f1,5,factual,2010-06-16 00:00:00,-81.19232,150.77586,0.9964238266505985,0.7268477780132807,0.8085899486539982,0.999647726955354
r2i1p1f1,6,factual,2012-10-16 12:00:00,-5.8504877,304.42307,0.8398163385100166,0.9999809078147834,0.40755992464456825,0.9998031157599383
r2i1p1f1,7,factual,2013-03-16 12:00:00,22.797983,352.16418,0.928491440019906,0.9993210806410764,0.9189976961028903,0.0
r2i1p1f1,8,factual,2013-03-16 12:00:00,28.55993,4.132653,0.834499412090252,0.992233886201684,0.14811950831138454,0.9991006478046218
r2i1p1f1,9,factual,2013-10-16 12:00:00,-29.526468,137.19827,0.9450852095523187,0.8585520841128129,0.8368297569523169,0.9160882096056014
r2i1p1f1,10,factual,2014-01-16 12:00:00,57.048073,249.52982,0.9985953833141237,0.9663344604019678,0.80388141212041,0.82846910123703
r2i1p1f1,11,factual,2014-03-16 12:00:00,21.897886,49.1875,0.8944608644789543,0.9974546840419176,0.6661256420505115,0.889854765856057
r2i1p1f1,0,counterfactual,2005-01-16 12:00:00,15.541948,29.619566,0.2732168178826959,0.03383791782194878,0.01915165406515884,0.16286364208521598
r2i1p1f1,1,counterfactual,2006-05-16 12:00:00,-72.3353,147.09677,0.3850558500145538,0.0,0.0,0.006111833119955001
r2i1p1f1,2,counterfactual,2007-09-16 00:00:00,-84.75771,292.24576,0.24125935945981225,0.0,0.0,0.3881765208166278
r2i1p1f1,3,counterfactual,2007-12-16 12:00:00,53.170918,133.10811,0.4472273763774429,0.2501125264799168,0.1614504289074018,0.07933806143236555
r2i1p1f1,4,counterfactual,2009-12-16 12:00:00,-16.670935,131.66667,0.15241062261140936,0.01692302477595109,0.0059780274695827584,0.02601023436601846
r2i1p1f1,5,counterfactual,2010-06-16 00:00:00,-81.19232,150.77586,0.17035088230375173,0.0,0.0,0.0
r2i1p1f1,6,counterfactual,2012-10-16 12:00:00,-5.8504877,304.42307,0.3744365071031929,0.1250634391073805,0.0,0.20782361673771843
r2i1p1f1,7,counterfactual,2013-03-16 12:00:00,22.797983,352.16418,0.23086642881067365,0.10208019422462278,0.0,0.0
r2i1p1f1,8,counterfactual,2013-03-16 12:00:00,28.55993,4.132653,0.287792994314262,0.15880190320911347,0.0,0.0025840884553862686
r2i1p1f1,9,counterfactual,2013-10-16 12:00:00,-29.526468,137.19827,0.5237592107209703,0.2010071888297662,0.1911335972048347,0.0
r2i1p1f1,10,counterfactual,2014-01-16 12:00:00,57.048073,249.52982,0.06189135326160511,0.04036179515164062,0.0,0.0019855240583225298
r2i1p1f1,11,counterfactual,2014-03-16 12:00:00,21.897886,49.1875,0.4337457348532461,0.02078193840034681,0.06924800753225369,0.0
r3i1p1f1,0,factual,2004-01-16 12:00:00,54.388733,70.63333,0.8776007140046106,0.9340989602354213,0.7682573096060669,0.0
r3i1p1f1,1,factual,2004-03-16 12:00:00,31.322891,48.154205,0.6367522929004097,0.9960055806378546,0.5778453668889325,0.925438502835411
r3i1p1f1,2,factual,2005-05-16 12:00:00,-83.01496,311.69272,0.8559551994196479,0.8739861579093907,0.864680509558114,0.9103461261753003
r3i1p1f1,3,factual,2006-02-15 00:00:00,39.63615,275.5324,0.8197939172280589,0.988839357940386,0.8765668868500311,0.6941265961836096
r3i1p1f1,4,factual,2007-01-16 12:00:00,65.82705,133.8372,0.9781128932158022,0.9980032025501455,0.9779327020046769,0.993271149971809
r3i1p1f1,5,factual,2007-04-16 00:00:00,21.006033,20.714285,0.9074878196189589,0.982412208092051,0.055554541292227144,0.9752435828971275
r3i1p1f1,6,factual,2009-01-16 12:00:00,79.97234,285.49106,0.9986892671584677,0.9954682649033493,0.9302363555185515,0.0
r3i1p1f1,7,factual,2009-02-15 00:00:00,60.704227,261.42856,0.9952710174071729,0.9965128065190605,0.9312111821482526,0.9832890470045959
r3i1p1f1,8,factual,2009-11-16 00:00:00,-3.911469,308.14285,0.8716961737731646,0.9999746289074936,0.31087402084308857,0.9999999997380152
r3i1p1f1,9,factual,2010-02-15 00:00:00,32.48022,83.39041,0.9533902121547305,0.9991035385713328,0.0,0.974034069184619
r3i1p1f1,10,factual,2010-10-16 12:00:00,-13.389084,309.375,0.9088215844638672,0.9999980511521168,0.5946239573489263,0.9994250429022393
r3i1p1f1,11,factual,2011-10-16 12:00:00,49.379,85.51136,0.9623311965797156,0.923782486053581,0.6690619341921199,0.9998368720015554
r3i1p1f1,12,factual,2011-12-16 12:00:00,70.94588,111.552635,0.9983606237884557,0.9991276021740444,0.9491391757279407,0.9066317861082408
r3i1p1f1,13,factual,2012-01-16 12:00:00,35.176052,252.91667,0.8722742860734369,0.9495306776152088,0.8123380627265843,0.9991823802821517
r3i1p1f1,14,factual,2012-04-16 00:00:00,-71.514084,57.708332,0.993075904646343,0.8923696331099277,0.6433671723634121,0.9523844823337231
r3i1p1f1,15,factual,2013-01-16 12:00:00,15.35673,10.122951,0.9499995985731058,0.9992590577803467,0.30137296762589927,0.7073507220291788
r3i1p1f1,16,factual,2013-01-16 12:00:00,64.313385,206.00694,0.9973375880614931,0.9845057652625634,0.7893837076667559,0.396301037901688
r3i1p1f1,17,factual,2013-02-15 00:00:00,15.244626,30.197369,0.7988611341018959,0.9995475366721891,0.0,0.9251203175920936
r3i1p1f1,18,factual,2013-06-16 00:00:00,-89.1055,174.0849,0.9683047197181305,0.9023228135748944,0.7910069454021544,0.07772525863743074
r3i1p1f1,19,factual,2013-12-16 12:00:00,67.55111,152.17741,0.9780157055372349,0.9990644876017631,0.7834296694556487,0.9439563151781546
r3i1p1f1,20,factual,2014-06-16 00:00:00,-13.275287,27.5,0.7565957029159657,0.9999908421428776,0.8859852371401201,0.8978052953832705
r3i1p1f1,21,factual,2014-07-16 12:00:00,-74.061035,92.38426,0.9547882041885175,0.9110969623444285,0.5704543312624275,0.9999507352973658
r3i1p1f1,22,factual,2014-10-16 12:00:00,-14.807103,310.94202,0.8713605287880628,0.999980020989262,0.7078047572225693,0.9999999569049172
r3i1p1f1,23,factual,2014-12-16 12:00:00,68.60915,252.34375,0.9982242885872933,0.9991745362564461,0.8591224022812123,0.962938229479646
r3i1p1f1,0,counterfactual,2004-01-16 12:00:00,54.388733,70.63333,0.08350408299816447,0.01693795767849282,0.0,0.0
r3i1p1f1,1,counterfactual,2004-03-16 12:00:00,31.322891,48.154205,0.29948538278741255,0.36691029956003407,0.10198745355042327,0.2758505690327643
r3i1p1f1,2,counterfactual,2005-05-16 12:00:00,-83.01496,311.69272,0.19093298944411008,0.029222025570230903,0.0,0.0
r3i1p1f1,3,counterfactual,2006-02-15 00:00:00,39.63615,275.5324,0.15060419260997604,0.0,0.0,0.048331513269398885
r3i1p1f1,4,counterfactual,2007-01-16 12:00:00,65.82705,133.8372,0.5198305886757499,0.4232603726751074,0.09792772868290545,0.0
r3i1p1f1,5,counterfactual,2007-04-16 00:00:00,21.006033,20.714285,0.24615287309841993,0.23603793987048338,0.0,0.43305747027778907
r3i1p1f1,6,counterfactual,2009-01-16 12:00:00,79.97234,285.49106,0.047021234143585056,0.08143327348176321,0.0,0.0
r3i1p1f1,7,counterfactual,2009-02-15 00:00:00,60.704227,261.42856,0.11526373825199732,0.11697750088610603,0.0,0.029974259764144362
r3i1p1f1,8,counterfactual,2009-11-16 00:00:00,-3.911469,308.14285,0.24748755632628439,0.03169666248548253,0.0,0.0
r3i1p1f1,9,counterfactual,2010-02-15 00:00:00,32.48022,83.39041,0.21442743753848292,0.14096898450019524,0.012924361274719742,0.2369080558348312
r3i1p1f1,10,counterfactual,2010-10-16 12:00:00,-13.389084,309.375,0.5152995175193467,0.2249137512523457,0.006457831877583309,0.3309502648600845
r3i1p1f1,11,counterfactual,2011-10-16 12:00:00,49.379,85.51136,0.38496244534554613,0.060095287743997305,0.002745417084536461,0.15095432403856912
r3i1p1f1,12,counterfactual,2011-12-16 12:00:00,70.94588,111.552635,0.006492043401072234,0.020407720037952104,0.0,0.0
r3i1p1f1,13,counterfactual,2012-01-16 12:00:00,35.176052,252.91667,0.40364972034394053,0.0,0.06468739701575654,0.0
r3i1p1f1,14,counterfactual,2012-04-16 00:00:00,-71.514084,57.708332,0.03316307187196088,0.0,0.0,0.0
r3i1p1f1,15,counterfactual,2013-01-16 12:00:00,15.35673,10.122951,0.08148712523433677,0.034105825105477994,0.0,0.0
r3i1p1f1,16,counterfactual,2013-01-16 12:00:00,64.313385,206.00694,0.24966426586028456,0.1618928633431892,0.0,0.21890970403059007
r3i1p1f1,17,counterfactual,2013-02-15 00:00:00,15.244626,30.197369,0.15149004398082744,0.00822923176090784,0.0,0.15944226987527776
r3i1p1f1,18,counterfactual,2013-06-16 00:00:00,-89.1055,174.0849,0.5839891196309624,0.0,0.1325960861872708,0.0
r3i1p1f1,19,counterfactual,2013-12-16 12:00:00,67.55111,152.17741,0.9254075308601641,0.5407735520964645,0.6548395340497921,0.0
r3i1p1f1,20,counterfactual,2014-06-16 00:00:00,-13.275287,27.5,0.4077867701074446,0.15991118973690244,0.07530947835141955,0.16720870751316197
r3i1p1f1,21,counterfactual,2014-07-16 12:00:00,-74.061035,92.38426,0.20953150940921683,0.0,0.0,0.0
r3i1p1f1,22,counterfactual,2014-10-16 12:00:00,-14.807103,310.94202,0.2887016942752396,0.0,0.0,0.0
r3i1p1f1,23,counterfactual,2014-12-16 12:00:00,68.60915,252.34375,0.6832678692332498,0.5501634205897609,0.0,0.0
r4i1p1f1,0,factual,2004-07-16 12:00:00,-73.8028,97.888885,0.9042082799220862,0.5550096939878335,0.6070430498592434,0.9348701252042677
r4i1p1f1,1,factual,2005-01-16 12:00:00,58.672035,263.57144,0.8880455401089763,0.977298716569365,0.9497532029416861,0.0
r4i1p1f1,2,factual,2005-07-16 12:00:00,-89.84055,174.76414,0.8429105772994141,0.7070882763131092,0.3787162674341469,0.8136556063810889
r4i1p1f1,3,factual,2005-07-16 12:00:00,-81.12674,138.81818,0.7786943280204848,0.8174074303888226,0.6759078068387565,0.9934880574700677
r4i1p1f1,4,factual,2006-02-15 00:00:00,18.814886,7.428571,0.8473530638649307,0.9975360382031451,0.3261673862724014,0.9811354687882424
r4i1p1f1,5,factual,2006-02-15 00:00:00,16.812454,353.75,0.6582862165003323,0.999770066253858,0.7190544501198173,0.9843875028512037
r4i1p1f1,6,factual,2006-04-16 00:00:00,52.028175,258.94446,0.941703294908556,0.8370328188439033,0.952513492310328,0.997747038120261
r4i1p1f1,7,factual,2006-11-16 00:00:00,71.94003,316.9086,0.758644031999789,0.9706706707743572,0.912061484064985,0.9173330868926268
r4i1p1f1,8,factual,2007-02-15 00:00:00,20.242077,22.03125,0.7504777956373936,0.9894962645983995,0.06228136521833327,0.6768936359218262
r4i1p1f1,9,factual,2007-06-16 00:00:00,-86.32922,140.1302,0.9258329082900687,0.7034864032572812,0.7436972681682862,0.9985569801473375
r4i1p1f1,10,factual,2007-12-16 12:00:00,63.653904,89.52643,0.9996875991502695,0.9787674758227423,0.8046901799167534,0.1940955684764717
r4i1p1f1,11,factual,2009-01-16 12:00:00,44.584507,102.763885,0.842856678910614,0.9823690126030048,0.860967753991726,0.0
r4i1p1f1,12,factual,2009-03-16 12:00:00,46.824585,57.878788,0.9270663873029524,0.9345549571011793,0.4966431135169822,0.9990043074294163
r4i1p1f1,13,factual,2009-05-16 12:00:00,-82.788734,7.9444447,0.5352286265868569,0.6669553392738665,0.9151276285289319,0.0
r4i1p1f1,14,factual,2009-05-16 12:00:00,-82.448875,339.8925,0.991790443584375,0.7664187669541869,0.9623659173329001,0.0
r4i1p1f1,15,factual,2009-05-16 12:00:00,19.90141,98.5,0.8866924518492302,0.9933251828732651,0.2475933425521285,0.9998182344161226
r4i1p1f1,16,factual,2009-06-16 00:00:00,-30.115238,297.42426,0.7864197294755946,0.8697369079433602,0.5712375566029492,0.0
r4i1p1f1,17,factual,2010-12-16 12:00:00,36.81952,275.75583,0.9349631869250188,0.9730551451948751,0.8225231818787371,0.0
r4i1p1f1,18,factual,2011-07-16 12:00:00,-86.71369,163.69403,0.9386635741853521,0.7477187391956925,0.9099157102613052,0.9884139816673504
r4i1p1f1,19,factual,2012-10-16 12:00:00,-10.386188,307.74194,0.905319469650514,0.9999929264113958,0.5337910123774965,0.9999708620226168
r4i1p1f1,20,factual,2012-12-16 12:00:00,57.959248,93.69681,0.9996520732741002,0.971127170973924,0.7621354206701585,0.0
r4i1p1f1,21,factual,2012-12-16 12:00:00,66.971825,174.08333,0.9962811261838079,0.9847615607467494,0.9040458978943273,0.37677424342390875
r4i1p1f1,22,factual,2013-09-16 00:00:00,-18.211267,302.91666,0.8280778099298994,0.997227482416505,0.4986159106525907,0.990519567417742
r4i1p1f1,23,factual,2013-12-16 12:00:00,52.71748,114.06863,0.968381353676272,0.9722204795501391,0.7772624987756879,0.8028080236540015
r4i1p1f1,0,counterfactual,2004-07-16 12:00:00,-73.8028,97.888885,0.09957713082833353,0.0,0.0,0.0
r4i1p1f1,1,counterfactual,2005-01-16 12:00:00,58.672035,263.57144,0.40114526122817795,0.058214466606763104,0.1354139832247021,0.0
r4i1p1f1,2,counterfactual,2005-07-16 12:00:00,-89.84055,174.76414,0.3060507968980867,0.038821223817334216,0.02254667496725371,0.07327866917143178
r4i1p1f1,3,counterfactual,2005-07-16 12:00:00,-81.12674,138.81818,0.5692090528768059,0.0,0.18716573459399155,0.24127952739668268
r4i1p1f1,4,counterfactual,2006-02-15 00:00:00,18.814886,7.428571,0.27809388101111676,0.06591459946777412,0.0,0.0
r4i1p1f1,5,counterfactual,2006-02-15 00:00:00,16.812454,353.75,0.2926102157538659,0.17465533220999452,0.0,0.0
r4i1p1f1,6,counterfactual,2006-04-16 00:00:00,52.028175,258.94446,0.03606748618537903,0.007916747834218807,0.0,0.0
r4i1p1f1,7,counterfactual,2006-11-16 00:00:00,71.94003,316.9086,0.6460698200851551,0.42725076780806615,0.0,0.0
r4i1p1f1,8,counterfactual,2007-02-15 00:00:00,20.242077,22.03125,0.38861135175427497,0.09208351768668699,0.0,0.750642307467222
r4i1p1f1,9,counterfactual,2007-06-16 00:00:00,-86.32922,140.1302,0.33194173828567797,0.08391320204115393,0.012562074690657954,0.17614632591267954
r4i1p1f1,10,counterfactual,2007-12-16 12:00:00,63.653904,89.52643,0.13163506041081452,0.0,0.0,0.23645272457467748
r4i1p1f1,11,counterfactual,2009-01-16 12:00:00,44.584507,102.763885,0.10623717013179246,0.0697213428044342,0.0,0.0
r4i1p1f1,12,counterfactual,2009-03-16 12:00:00,46.824585,57.878788,0.13210885863125577,0.06613146773462486,0.009430709968751727,0.0
r4i1p1f1,13,counterfactual,2009-05-16 12:00:00,-82.788734,7.9444447,0.209456905286191,0.05638298321237423,0.0,0.0
r4i1p1f1,14,counterfactual,2009-05-16 12:00:00,-82.448875,339.8925,0.32015007545712526,0.10369769202918622,0.0,0.0
r4i1p1f1,15,counterfactual,2009-05-16 12:00:00,19.90141,98.5,0.4942553490107532,0.0,0.0,0.742889282844817
r4i1p1f1,16,counterfactual,2009-06-16 00:00:00,-30.115238,297.42426,0.19983069846855728,0.0,0.0,0.0
r4i1p1f1,17,counterfactual,2010-12-16 12:00:00,36.81952,275.75583,0.08903557747598934,0.016306965435073373,0.0,0.03699027260665555
r4i1p1f1,18,counterfactual,2011-07-16 12:00:00,-86.71369,163.69403,0.08641251018123675,0.03348511249936914,0.0,0.0
r4i1p1f1,19,counterfactual,2012-10-16 12:00:00,-10.386188,307.74194,0.6191249883166122,0.36235971025854286,0.40604117102106285,0.0
r4i1p1f1,20,counterfactual,2012-12-16 12:00:00,57.959248,93.69681,0.934366014258775,0.17611087247284296,0.14423181280500108,0.0
r4i1p1f1,21,counterfactual,2012-12-16 12:00:00,66.971825,174.08333,0.041120786916111096,0.023908713974078344,0.0,0.0
r4i1p1f1,22,counterfactual,2013-09-16 00:00:00,-18.211267,302.91666,0.026358745999056077,0.0,0.0,0.011693564706248938
r4i1p1f1,23,counterfactual,2013-12-16 12:00:00,52.71748,114.06863,0.7762176426541617,0.3103673173282572,0.15086386178245526,0.0
r5i1p1f1,0,factual,2005-02-15 00:00:00,63.043976,259.1837,0.9389149966376575,0.9562384755904543,0.8866096410034001,0.8056348219689301
r5i1p1f1,1,factual,2007-02-15 00:00:00,14.171182,14.230769,0.7388620158747892,0.997598642602467,0.12699146467763112,0.998961608072104
r5i1p1f1,2,factual,2007-12-16 12:00:00,64.33098,78.229164,0.8785191960995875,0.9923687998238842,0.9608470248420603,0.0
r5i1p1f1,3,factual,2008-01-16 12:00:00,65.563385,29.027779,0.937402945268989,0.9988356317664073,0.7182786780846704,0.0
r5i1p1f1,4,factual,2009-01-16 12:00:00,57.733673,43.636364,0.9329754702469903,0.9829098980633909,0.7148033102001623,0.0
r5i1p1f1,5,factual,2009-02-15 00:00:00,47.320763,246.12782,0.9916951192175049,0.9835177882920447,0.9312561109296005,0.9393944378403237
r5i1p1f1,6,factual,2009-02-15 00:00:00,79.64788,335.33334,0.9999355274917163,0.9998819633055593,0.8355773449838008,0.9857955344039895
r5i1p1f1,7,factual,2012-01-16 12:00:00,49.162537,284.7973,0.9717606160522894,0.9648449162273771,0.9574598741558329,0.38748082611884316
r5i1p1f1,8,factual,2012-11-16 00:00:00,-12.676055,33.910255,0.8208900263087137,0.9998927869351271,0.8416400985236523,0.9999974389172911
r5i1p1f1,9,factual,2013-04-16 00:00:00,51.97183,70.85107,0.9948703563842053,0.8812532611602638,0.5414423085952909,0.9999922381562095
r5i1p1f1,10,factual,2013-08-16 12:00:00,-79.60979,223.27869,0.9997880756135546,0.4544892757151928,0.4475472268014906,0.362904237145655
r5i1p1f1,11,factual,2014-08-16 12:00:00,-77.35646,269.80768,0.9994256728859701,0.8543504174042842,0.5872159508629197,0.010521765192283428
r5i1p1f1,12,factual,2014-09-16 00:00:00,-10.835982,295.08066,0.7333063057976206,0.9999999997583128,0.9488463598048422,0.9999190293619196
r5i1p1f1,0,counterfactual,2005-02-15 00:00:00,63.043976,259.1837,0.3847480764459382,0.25474738526942453,0.02053117171362162,0.20560944165869155
r5i1p1f1,1,counterfactual,2007-02-15 00:00:00,14.171182,14.230769,0.1843747851349854,0.1685982620740647,0.0,0.1428423043047391
r5i1p1f1,2,counterfactual,2007-12-16 12:00:00,64.33098,78.229164,2.6752722813716545e-06,0.0001332697117449877,0.0,0.0007083301610174564
r5i1p1f1,3,counterfactual,2008-01-16 12:00:00,65.563385,29.027779,0.8834321286556033,0.9299972178153778,0.8073551708456198,0.0
r5i1p1f1,4,counterfactual,2009-01-16 12:00:00,57.733673,43.636364,0.14510728332277045,0.15723223305704803,0.0,0.0
